"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Azerbaijan","2004","13.7","20.299999","41.400002","0.80000001","1255303","26369","1228934"
"Azerbaijan","2005","14.1","20.5","41.700001","0.80000001","1297283","27108","1270175"
"Azerbaijan","2006","14.8","20.700001","42.099998","0.80000001","1345112","28022","1317091"
"Azerbaijan","2007","15.5","21.0","42.700001","0.80000001","1395636","29041","1366595"
"Azerbaijan","2008","16.1","21.299999","43.200001","0.89999998","1445241","30055","1415187"
"Azerbaijan","2009","16.5","21.6","43.700001","0.89999998","1493864","31062","1462802"
"Azerbaijan","2010","16.799999","21.9","44.299999","0.89999998","1540019","31967","1508052"
"Azerbaijan","2011","17.0","22.200001","44.700001","0.89999998","1582090","32782","1549308"
"Azerbaijan","2012","17.0","22.4","45.200001","0.89999998","1622189","33504","1588685"
"Bahamas","1980","38.900002","11.1","17.299999","5.0999999","14684","3454","11230"
"Bahamas","1981","37.900002","11.0","17.200001","5.0999999","15054","3549","11505"
"Bahamas","1982","36.700001","11.0","17.1","5.0999999","15431","3655","11777"
"Bahamas","1983","35.400002","10.9","17.0","5.0999999","15819","3771","12049"
"Bahamas","1984","33.900002","10.9","16.9","5.0999999","16168","3879","12288"
"Bahamas","1985","32.400002","10.8","16.799999","5.0999999","16511","3989","12522"
"Bahamas","1986","31.1","10.8","16.700001","5.0999999","16867","4097","12770"
"Bahamas","1987","30.0","10.7","16.5","5.0999999","17236","4209","13027"
"Bahamas","1988","28.9","10.7","16.5","5.0999999","17626","4328","13298"
"Bahamas","1989","27.9","10.7","16.4","5.1999998","18017","4454","13563"
"Bahamas","1990","27.1","10.7","16.299999","5.1999998","18466","4598","13868"
"Bahamas","1991","26.4","10.7","16.4","5.3000002","19009","4765","14243"
"Bahamas","1992","26.0","10.8","16.5","5.4000001","19629","4952","14676"
"Bahamas","1993","25.700001","11.0","16.700001","5.5","20273","5150","15123"
"Bahamas","1994","25.4","11.1","16.799999","5.5","20887","5351","15536"
"Bahamas","1995","25.1","11.2","16.9","5.5999999","21441","5552","15889"
"Bahamas","1996","24.700001","11.2","17.0","5.6999998","21918","5749","16169"
"Bahamas","1997","25.0","10.9","16.700001","5.5","21664","5622","16043"
"Bahamas","1998","25.1","10.7","16.4","5.3000002","21515","5528","15987"
"Bahamas","1999","25.0","10.5","16.200001","5.0999999","21511","5476","16035"
"Bahamas","2000","24.700001","10.3","16.0","5.0","21679","5466","16213"
"Bahamas","2001","24.4","10.2","15.9","4.9000001","22015","5500","16515"
"Bahamas","2002","24.1","10.1","15.8","4.8000002","22493","5570","16923"
"Bahamas","2003","24.0","10.0","15.8","4.6999998","23096","5668","17427"
"Bahamas","2004","23.9","10.0","15.7","4.6999998","23759","5784","17975"
"Bahamas","2005","23.799999","10.0","15.7","4.6999998","24416","5903","18513"
"Bahamas","2006","23.700001","9.8999996","15.7","4.5999999","25064","6025","19040"
"Bahamas","2007","23.700001","9.8999996","15.6","4.5999999","25729","6157","19572"
"Bahamas","2008","23.9","9.8999996","15.7","4.5999999","26434","6303","20131"
"Bahamas","2009","24.1","10.0","15.7","4.5999999","27186","6453","20733"
"Bahamas","2010","24.4","10.0","15.8","4.5999999","27931","6600","21331"
"Bahamas","2011","24.6","10.0","15.9","4.5999999","28657","6740","21917"
"Bahamas","2012","24.700001","10.1","16.0","4.5999999","29346","6875","22471"
"Bahrain","1980","19.1","17.299999","24.0","6.1999998","40835","5472","35364"
"Bahrain","1981","18.9","17.5","24.299999","6.1999998","43047","5799","37248"
"Bahrain","1982","19.0","17.5","24.4","6.3000002","44536","6154","38382"
"Bahrain","1983","19.1","17.4","24.4","6.4000001","45624","6516","39108"
"Bahrain","1984","19.299999","17.200001","24.299999","6.4000001","46495","6854","39641"
"Bahrain","1985","19.6","17.0","24.0","6.4000001","47316","7148","40168"
"Bahrain","1986","20.1","16.700001","23.5","6.4000001","48101","7385","40716"
"Bahrain","1987","20.700001","16.299999","22.9","6.4000001","48804","7576","41228"
"Bahrain","1988","21.299999","15.9","22.200001","6.3000002","49495","7756","41739"
"Bahrain","1989","22.0","15.6","21.6","6.3000002","50105","7935","42170"
"Bahrain","1990","22.6","15.2","21.0","6.1999998","50728","8145","42582"
"Bahrain","1991","23.1","14.9","20.5","6.1999998","51565","8412","43153"
"Bahrain","1992","23.299999","14.8","20.4","6.1999998","52978","8644","44334"
"Bahrain","1993","23.4","14.7","20.299999","6.0999999","54518","8905","45614"
"Bahrain","1994","23.5","14.7","20.200001","6.0999999","56040","9165","46875"
"Bahrain","1995","23.6","14.6","20.200001","6.0999999","57493","9436","48057"
"Bahrain","1996","23.700001","14.6","20.200001","6.0","58814","9708","49106"
"Bahrain","1997","24.0","14.4","20.0","5.9000001","59543","9751","49792"
"Bahrain","1998","24.5","14.0","19.700001","5.5999999","59966","9651","50315"
"Bahrain","1999","26.0","13.2","18.799999","5.0","58489","8865","49624"
"Bahrain","2000","27.4","12.5","18.0","4.4000001","57985","8174","49811"
"Bahrain","2001","28.200001","12.1","17.5","4.0","58916","7692","51224"
"Bahrain","2002","27.200001","12.5","18.1","3.9000001","64235","7864","56371"
"Bahrain","2003","25.700001","13.2","19.0","3.9000001","71990","8275","63715"
"Bahrain","2004","23.9","14.1","20.200001","4.0999999","83000","8989","74011"
"Bahrain","2005","22.0","15.2","21.700001","4.1999998","97778","10036","87741"
"Bahrain","2006","20.1","16.4","23.299999","4.4000001","116897","11444","105453"
"Bahrain","2007","18.5","17.6","24.9","4.6999998","139652","13153","126499"
"Bahrain","2008","17.6","18.299999","25.700001","4.8000002","160060","14879","145181"
"Bahrain","2009","17.1","18.799999","26.200001","5.0","177840","16500","161339"
"Bahrain","2010","16.9","19.0","26.4","5.0999999","190737","17850","172887"
"Bahrain","2011","16.9","19.1","26.5","5.1999998","197864","18821","179043"
"Bahrain","2012","17.0","19.0","26.4","5.3000002","200159","19480","180679"
"Bangladesh","1980","9.3000002","24.6","45.5","1.7","11293245","369477","10923768"
"Bangladesh","1981","9.1999998","24.5","45.200001","1.7","11582130","378311","11203820"
"Bangladesh","1982","9.1000004","24.4","45.0","1.7","11887603","386753","11500851"
"Bangladesh","1983","9.0","24.4","44.799999","1.7","12209960","394783","11815177"
"Bangladesh","1984","8.8000002","24.299999","44.599998","1.6","12543836","402981","12140855"
"Bangladesh","1985","8.6999998","24.200001","44.5","1.6","12888980","412054","12476926"
"Bangladesh","1986","8.5","24.1","44.299999","1.6","13251651","421681","12829970"
"Bangladesh","1987","8.3999996","24.1","44.200001","1.6","13629358","431210","13198147"
"Bangladesh","1988","8.1999998","24.0","44.099998","1.6","14015215","440956","13574259"
"Bangladesh","1989","8.0","23.9","44.0","1.6","14403888","450617","13953271"
"Bangladesh","1990","7.8000002","23.799999","43.900002","1.6","14786930","459493","14327437"
"Bangladesh","1991","7.5999999","23.6","43.700001","1.5","15161601","467769","14693832"
"Bangladesh","1992","7.4000001","23.5","43.5","1.5","15523009","476062","15046948"
"Bangladesh","1993","7.1999998","23.4","43.299999","1.5","15885115","484409","15400707"
"Bangladesh","1994","7.0","23.200001","43.099998","1.5","16267239","494298","15772942"
"Bangladesh","1995","6.8000002","23.1","43.0","1.5","16670371","504605","16165766"
"Bangladesh","1996","6.5999999","23.0","42.799999","1.4","17095713","514935","16580778"
"Bangladesh","1997","6.4000001","22.9","42.700001","1.4","17553987","529777","17024210"
"Bangladesh","1998","6.0999999","22.799999","42.599998","1.4","18016354","541372","17474981"
"Bangladesh","1999","5.9000001","22.799999","42.599998","1.4","18503259","553951","17949308"
"Bangladesh","2000","5.5999999","22.799999","42.599998","1.4","19014894","567394","18447500"
"Bangladesh","2001","5.4000001","22.9","42.799999","1.4","19575053","582470","18992582"
"Bangladesh","2002","5.0999999","23.0","43.099998","1.4","20180474","602230","19578244"
"Bangladesh","2003","4.8000002","23.299999","43.799999","1.5","21008853","662256","20346598"
"Bangladesh","2004","4.5","23.5","44.099998","1.6","21630563","720567","20909996"
"Bangladesh","2005","4.3000002","23.4","44.099998","1.6","22035646","724420","21311226"
"Bangladesh","2006","4.0999999","23.299999","43.900002","1.5","22330758","720695","21610062"
"Bangladesh","2007","3.9000001","23.1","43.700001","1.5","22540179","712258","21827921"
"Bangladesh","2008","3.8","22.799999","43.400002","1.4","22693137","704269","21988868"
"Bangladesh","2009","3.5999999","22.6","43.099998","1.4","22869372","698950","22170421"
"Bangladesh","2010","3.4000001","22.5","43.0","1.4","23204268","704126","22500142"
"Bangladesh","2011","3.2","22.4","43.0","1.4","23586140","724048","22862092"
"Bangladesh","2012","3.0","22.4","42.900002","1.4","24013742","750115","23263625"
"Barbados","1980","39.299999","6.6999998","11.9","2.2","11786","2070","9716"
"Barbados","1981","38.0","6.8000002","12.0","2.2","12000","2102","9898"
"Barbados","1982","37.099998","6.8000002","12.1","2.2","12290","2140","10149"
"Barbados","1983","36.299999","6.9000001","12.3","2.3","12605","2181","10424"
"Barbados","1984","35.5","7.0","12.4","2.3","12889","2216","10673"
"Barbados","1985","34.799999","7.0","12.4","2.3","13132","2246","10885"
"Barbados","1986","34.0","7.0","12.4","2.3","13287","2266","11021"
"Barbados","1987","33.099998","7.0","12.4","2.3","13394","2279","11115"
"Barbados","1988","32.200001","7.0","12.3","2.2","13457","2284","11173"
"Barbados","1989","31.299999","6.9000001","12.1","2.2","13480","2282","11198"
"Barbados","1990","30.799999","6.9000001","12.0","2.2","13509","2276","11233"
"Barbados","1991","30.700001","6.8000002","12.0","2.2","13532","2262","11270"
"Barbados","1992","30.9","6.8000002","11.9","2.2","13581","2255","11325"
"Barbados","1993","31.200001","6.8000002","11.8","2.0999999","13604","2245","11358"
"Barbados","1994","31.6","6.8000002","11.8","2.0999999","13632","2236","11396"
"Barbados","1995","31.799999","6.6999998","11.7","2.0999999","13663","2224","11439"
"Barbados","1996","32.0","6.6999998","11.6","2.0999999","13686","2210","11476"
"Barbados","1997","32.0","6.6999998","11.5","2.0999999","13636","2179","11457"
"Barbados","1998","31.799999","6.5999999","11.4","2.0","13574","2148","11426"
"Barbados","1999","31.5","6.5","11.2","2.0","13515","2121","11394"
"Barbados","2000","31.200001","6.5","11.1","2.0","13471","2101","11370"
"Barbados","2001","31.0","6.4000001","11.0","2.0","13467","2093","11374"
"Barbados","2002","30.9","6.4000001","10.9","1.9","13491","2093","11398"
"Barbados","2003","30.799999","6.3000002","10.9","1.9","13524","2099","11426"
"Barbados","2004","30.4","6.3000002","10.8","1.9","13543","2107","11436"
"Barbados","2005","30.0","6.1999998","10.7","1.9","13551","2116","11435"
"Barbados","2006","29.5","6.1999998","10.6","1.9","13560","2127","11434"
"Barbados","2007","28.799999","6.0999999","10.5","1.9","13576","2138","11438"
"Barbados","2008","28.1","6.0999999","10.4","1.9","13616","2151","11466"
"Barbados","2009","27.700001","6.0999999","10.4","1.9","13687","2168","11519"
"Barbados","2010","27.299999","6.0999999","10.3","1.9","13748","2186","11562"
"Barbados","2011","26.799999","6.0999999","10.3","1.9","13802","2204","11597"
"Barbados","2012","26.299999","6.0","10.2","1.9","13827","2212","11615"
"Belarus","1980","14.5","27.299999","49.200001","9.3000002","2025347","378832","1646515"
"Belarus","1981","14.5","27.5","49.599998","9.3000002","2063107","384691","1678415"
"Belarus","1982","14.6","27.799999","50.099998","9.3999996","2100275","389852","1710424"
"Belarus","1983","14.7","28.1","50.599998","9.5","2134678","394155","1740523"
"Belarus","1984","14.8","28.299999","51.099998","9.5","2166956","398414","1768542"
"Belarus","1985","14.9","28.6","51.599998","9.6000004","2198602","403033","1795569"
"Belarus","1986","15.1","28.9","52.099998","9.6999998","2231899","407695","1824205"
"Belarus","1987","15.3","29.200001","52.599998","9.6999998","2263766","411200","1852565"
"Belarus","1988","15.6","29.5","53.099998","9.8000002","2294239","414066","1880173"
"Belarus","1989","15.8","29.700001","53.5","9.8000002","2324748","416850","1907898"
"Belarus","1990","16.1","29.9","53.900002","9.8000002","2347529","418609","1928920"
"Belarus","1991","16.299999","30.200001","54.299999","9.8999996","2368324","420370","1947954"
"Belarus","1992","16.5","30.299999","54.5","9.8999996","2390063","421704","1968359"
"Belarus","1993","16.6","30.4","54.599998","9.8000002","2407585","422276","1985309"
"Belarus","1994","16.6","30.299999","54.5","9.8000002","2406203","421891","1984313"
"Belarus","1995","16.6","30.1","54.299999","9.6999998","2397560","419610","1977951"
"Belarus","1996","16.5","30.0","54.200001","9.6000004","2396350","415754","1980596"
"Belarus","1997","16.799999","29.700001","53.5","9.5","2377781","412425","1965356"
"Belarus","1998","17.200001","29.299999","52.700001","9.3999996","2358410","410654","1947756"
"Belarus","1999","17.700001","28.9","51.900002","9.3999996","2338979","409812","1929167"
"Belarus","2000","18.299999","28.6","51.200001","9.3000002","2320364","410431","1909933"
"Belarus","2001","19.299999","27.9","49.700001","9.3999996","2271072","412540","1858532"
"Belarus","2002","20.4","27.1","48.0","9.3999996","2214387","415898","1798489"
"Belarus","2003","21.6","26.4","46.400002","9.5","2158715","420240","1738475"
"Belarus","2004","22.799999","25.9","45.099998","9.6000004","2113621","425239","1688382"
"Belarus","2005","24.1","25.5","44.099998","9.6999998","2078616","430097","1648519"
"Belarus","2006","25.299999","25.200001","43.400002","9.8000002","2053342","434391","1618951"
"Belarus","2007","26.5","25.1","43.099998","9.8999996","2039936","437685","1602252"
"Belarus","2008","27.5","25.1","43.200001","10.0","2041056","440582","1600473"
"Belarus","2009","28.4","25.299999","43.400002","10.0","2046281","441437","1604844"
"Belarus","2010","29.1","25.5","43.900002","10.1","2062684","441828","1620856"
"Belarus","2011","29.200001","26.200001","45.400002","10.1","2117626","443628","1673998"
"Belarus","2012","29.299999","26.9","46.799999","10.1","2174988","446618","1728370"
"Belgium","1980","24.0","32.5","39.900002","25.5","2545647","1034916","1510731"
"Belgium","1981","23.799999","32.200001","39.5","25.4","2537536","1034812","1502724"
"Belgium","1982","23.6","31.9","39.099998","25.299999","2530240","1035169","1495070"
"Belgium","1983","23.5","31.700001","38.799999","25.200001","2524578","1035192","1489386"
"Belgium","1984","23.299999","31.5","38.400002","25.0","2516760","1034178","1482582"
"Belgium","1985","23.1","31.299999","38.099998","24.9","2509189","1032210","1476980"
"Belgium","1986","22.9","31.1","37.900002","24.700001","2501932","1029939","1471993"
"Belgium","1987","22.6","30.9","37.599998","24.6","2495593","1027807","1467785"
"Belgium","1988","22.1","30.9","37.599998","24.6","2502907","1030288","1472619"
"Belgium","1989","21.6","30.9","37.5","24.6","2509722","1033330","1476392"
"Belgium","1990","21.1","30.700001","37.299999","24.6","2506725","1036336","1470389"
"Belgium","1991","20.6","30.700001","37.099998","24.700001","2512019","1044018","1468001"
"Belgium","1992","20.0","30.799999","37.0","25.0","2531070","1061179","1469891"
"Belgium","1993","19.4","31.0","36.900002","25.4","2557634","1082074","1475560"
"Belgium","1994","18.9","31.1","36.900002","25.799999","2578992","1100861","1478131"
"Belgium","1995","18.5","30.9","36.599998","25.6","2572843","1098910","1473933"
"Belgium","1996","18.299999","30.700001","36.400002","25.299999","2557226","1090132","1467094"
"Belgium","1997","18.200001","30.0","35.700001","24.700001","2512106","1067775","1444331"
"Belgium","1998","18.1","29.299999","34.799999","24.1","2457552","1042387","1415165"
