total_cup_points,species,owner,country_of_origin,farm_name,company,region,producer,number_of_bags,bag_weight,harvest_year,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
83.5,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,NA,totutla,GABRIEL BERNARD RIVAS ROSS,15,1 kg,2012,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,0.12,Green,1400,1400,1400
83.5,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,kanematsu corporation / rnp santo tomas pachuj,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69 kg,2012,Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,0.1,Green,1524,1524,1524
83.5,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,La Plata,175,70 kg,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,0.11,Green,1600,1950,1775
83.5,Arabica,felipe isaza,Guatemala,conquista / morito,coffee resources inc.,oriente,ConquistaMorito,250,2 kg,2012,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,0,Green,1402.08,1402.08,1402.08
83.42,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,13,100 lbs,2012,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,0,Green,NA,NA,NA
83.42,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,cundinamarca,Exportadora de cafe condor,250,70 kg,2012,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,0.11,Green,1450,1450,1450
83.33,Arabica,itiah coffee llc,Haiti,marre blanche,itiah coffee llc.,"thiotte, haiti",COOPCAB,2,4 lbs,2012,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,0.11,Green,1280.16,1280.16,1280.16
83.33,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,7,100 lbs,2012,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,0.1,Bluish-Green,NA,NA,NA
83.33,Arabica,steven kil,Burundi,sogestal kayanza,the specialty coffee appraisers institute of asia,kayanza,NA,220,60 kg,2012,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,0,NA,1880,1880,1880
83.33,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,condor,250,70 kg,2012,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,0,Green,1750,1750,1750
83.25,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,11,100 lbs,2012,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,9.33,0.11,Bluish-Green,NA,NA,NA
83.25,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,finca teocelo,veracruz,ERNESTO RODRIGUEZ LUNA,10,1 kg,2012,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,0.13,Green,NA,NA,NA
83.25,Arabica,modesto landeros flores,Mexico,mata larga,NA,fortín de las flores,MODESTO LANDEROS FLORES,54,1 kg,2012,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,0.12,Blue-Green,1000,1000,1000
83.25,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,250,1 kg,2012,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,0.11,Green,1310.64,1310.64,1310.64
83.25,Arabica,nucoffee,Brazil,água limpa,nucoffee,grama valley,Eliane de Andrade Cyrino Noqueira,30,60 kg,2012,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,0.11,Blue-Green,1200,1200,1200
83.25,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,0.12,Green,175,175,175
83.25,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,la plata,La Plata,175,70 kg,2012,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,0.11,Green,1600,1950,1775
83.17,Arabica,saul m. hernandez ramirez,Mexico,tlapacoya,NA,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,10,1 kg,2012,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,0.12,None,532,532,532
83.17,Arabica,saul m. hernandez ramirez,Mexico,la loma,NA,san bartolo tutotepec,"TREJO VELASCO, ROMAN",10,1 kg,2012,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,0.14,None,1089,1089,1089
83.17,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,LA PLATA,275,70 kg,2012,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,0.11,Green,1600,1950,1775
83.17,Arabica,fernando mendoza aparicio,Mexico,el mirador,NA,san isidro,FERNANDO MENDOZA APARICIO,15,1 kg,2012,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,0.13,Green,700,700,700
83.17,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,0.11,Blue-Green,1750,1750,1750
83.17,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,la concordia,OCTAVIO MOGUEL FARRERA,250,1 kg,2012,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,0.11,NA,1380,1380,1380
83.17,Arabica,nucoffee,Brazil,campo das flores,nucoffee,south of minas,Giovane Senna Bonacorssi,50,60 kg,2012,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,0.12,Green,1000,1000,1000
83.17,Arabica,nucoffee,Brazil,são francisco da serra,nucoffee,mogiana,Maria Aparecida Ferreira Azevedo,100,60 kg,2012,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,0.11,Green,950,950,950
83.17,Arabica,felipe isaza,Guatemala,conquista / morito,coffee resources inc.,oriente,Conquista / Morito,250,2 kg,2012,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,9.33,0,Green,1402.08,1402.08,1402.08
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,6,100 lbs,2012,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,0.1,Bluish-Green,NA,NA,NA
83.08,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,finca las nubes,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10,1 kg,2012,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,0.1,NA,1400,1400,1400
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,7,100 lbs,2012,Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,10,0,NA,NA,NA,NA
83.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,cqi,kona,NA,6,100 lbs,2012,Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,0.12,Green,NA,NA,NA
83,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,LA PLATA,275,70 kg,2012,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,0.11,Green,1600,1950,1775
83,Arabica,rosa aurora falcon fernandez,Mexico,vegas,NA,coatepec,GONZALO RIVERO PUERTO,15,1 kg,2012,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,0.11,Green,750,750,750
83,Arabica,santiago solis ayerdi,Mexico,finca la estancia,finca la estancia,atoyac de alvarez,SANTIAGO SOLIS AYERDI,20,1 kg,2012,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,0.11,Green,1200,1200,1200
83,Arabica,alfredo bojalil,Mexico,las lomas,ecomtrading,coatepec,FRANCO COLORADO DOMINGUEZ,250,1 kg,2012,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,0.11,Green,1200,1200,1200
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,NA,Exportadora Condor,250,70 kg,2012,Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,0,NA,NA,NA,NA
83,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,varios,250,70 kg,2012,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,0,Green,1500,1750,1625
83,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,0.11,Green,1750,1750,1750
83,Arabica,juan luis alvarado romero,Guatemala,la igualdad,"nuevos mercados, s.a.","la reforma, san marcos","NUEVOS MERCADOS, S.A.",275,1 kg,2012,Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,0.1,Green,1371.6,1371.6,1371.6
82.92,Arabica,rob tuttle,Guatemala,NA,thrive farmers,NA,NA,1,2 kg,2012,NA,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,0.1,Green,NA,NA,NA
82.92,Arabica,maria guadalupe gomez anzo,Mexico,el regalito,NA,petatlan,MARIA GUADALUPE GOMEZ ANZO,15,1 kg,2012,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,0.1,Green,1248,1248,1248
82.92,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",royal base corporation,don duong,"Apollo Co., Ltd.",1,2 kg,2012,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,0,None,1040,1040,1040
82.92,Arabica,veronica lopez castillejos,Mexico,el jabali,union de ejidos san fernando de ri,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,100,1 kg,2012,Typica,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,0.14,Green,1400,1400,1400
82.92,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,cqi,kona,NA,8,100 lbs,2012,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,0.1,Green,NA,NA,NA
82.83,Arabica,edwin agasso,"Tanzania, United Republic Of",burka coffee estate,tcb,arusha,BURKA COFFEE ESTATE,300,2 kg,2012,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,0.11,Green,1400,1400,1400
82.83,Arabica,armando luis pohlenz martinez,Mexico,NA,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,0.12,Green,1550,1550,1550
82.83,Arabica,alfredo bojalil,Mexico,santa rosa,ecomtrading,veracruz,OLIVIA HERNANDEZ VIRUES,250,1 kg,2012,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,0.12,Blue-Green,1250,1250,1250
82.83,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,250,1 kg,2012,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,0.11,Green,1310.64,1310.64,1310.64
82.83,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,la concordia,OCTAVIO MOGUEL FARRERA,250,1 kg,2012,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,0.11,NA,1380,1380,1380
82.75,Arabica,sergio de la vequia bernardi,Mexico,tlamatoca,NA,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1 kg,2012,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,0.12,NA,1200,1200,1200
82.75,Arabica,romulo bello flores,Mexico,NA,cafe shunuc,atoyac de alvarez,ROMULO BELLO FLORES,21,1 kg,2012,Typica,Natural / Dry,8.08,8.17,8,8,7.83,7.92,6.67,10,0.12,NA,1200,1200,1200
82.75,Arabica,NA,Colombia,supply chain ecom cca s.a.,ecom cca s.a.,south huila,Supply Chain ECOM CCA S.A.,250,70 kg,2012,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,0,Blue-Green,1400,1850,1625
82.75,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,LA PLATA,100,70 kg,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,0.11,Green,1600,1950,1775
82.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,cqi,kona,NA,6,100 lbs,2012,Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,0.12,Green,NA,NA,NA
82.75,Arabica,rachel peterson,Panama,hacienda la esmeralda,hacienda la esmeralda,boquete,Price Peterson,300,2 kg,2012,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,0,Green,1100,1100,1100
82.67,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2012,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10,10,0.11,Bluish-Green,1800,1800,1800
82.67,Arabica,adam kline,El Salvador,NA,atlantic specialty coffee,NA,NA,288,1 kg,2012,Other,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,9.33,0,None,NA,NA,NA
82.67,Arabica,juan luis alvarado romero,Guatemala,finca medina,finca medina,antigua,-,275,69 kg,2012,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,0.11,Green,1500,1500,1500
82.67,Arabica,doi tung development project,Thailand,doi tung development project,mae fah luang foundation,thailand,Doi Tung Development Project,2,1 kg,2012,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10,9.33,0.12,Bluish-Green,NA,NA,NA
82.67,Arabica,montegrande,Mexico,finca monte grande,cafe montegrande,NA,AMIN JAVIER MOISES CEJA,36,1 kg,2012,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,0.11,NA,1100,1100,1100
82.67,Arabica,grupo cafetalero los brujos spr de rl,Mexico,finca castillos,grupo cafetalero los brujos,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,23,1 kg,2012,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10,10,0.12,NA,950,950,950
82.58,Arabica,brent hall,Guatemala,NA,s&d coffee and tea,NA,NA,1,2 kg,2012,NA,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,0,Blue-Green,NA,NA,NA
82.58,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,varios,250,70 kg,2012,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,0.11,NA,1750,1750,1750
82.58,Arabica,guillermo rojas saldana,Mexico,jamaica,NA,oaxaca,GUILLERMO ROJAS SALDAÑA,50,1 kg,2012,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,0.1,Green,1250,1250,1250
82.58,Arabica,organizaciones de productores de cafe colimense,Mexico,la timbuchera; el ocotito y la hortaliza,organizaciones de productores de cafe colimense sa de cv,colima,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,70,1 kg,2012,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,0.12,Green,1150,1150,1150
82.58,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,LA PLATA,275,70 kg,2012,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,0.11,Green,1600,1950,1775
82.5,Arabica,saul m. hernandez ramirez,Mexico,la pagua,NA,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",10,1 kg,2012,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,0.13,None,1679,1679,1679
82.5,Arabica,enrique mitre lopez,Mexico,caltuchoco,cafe de la sierra norte de puebla,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,10,1 kg,2012,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,0.12,Green,1100,1100,1100
82.5,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don manuel,finca santa cruz,la concordia,SUSANA LETICIA LOPEZ AGUILAR,28,1 kg,2012,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,0.11,NA,1650,1650,1650
82.5,Arabica,juan luis alvarado romero,Guatemala,various,"waelti schoenfeld exportadores de cafe, s.a.",oriente,VARIOUS,275,1 kg,2012,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,0.11,Green,NA,NA,NA
82.5,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,exportadora de cafés carmo de minas ltda,carmo de minas,Nazareth Dias Pereira,300,60 kg,2012,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,0,Blue-Green,1250,1250,1250
82.5,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,LA PLATA,275,70 kg,2012,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,0.11,Green,1600,1950,1775
82.5,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,cqi,kona,NA,7,100 lbs,2012,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,0.12,Green,NA,NA,NA
82.42,Arabica,nucoffee,Brazil,fazenda serra negra,nucoffee,south of minas,Betina Vilela Reis,39,60 kg,2012,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,0.12,Blue-Green,1000,1000,1000
82.42,Arabica,brent hall,Honduras,NA,s&d coffee and tea,NA,NA,1,2 kg,2012,NA,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,0.09,None,NA,NA,NA
82.42,Arabica,jesus salazar velasco,Mexico,pante san pedro,carajillo café sa de cv,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,20,1 kg,2012,Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,0.13,Green,1400,1400,1400
82.42,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",NA,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1 kg,2012,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,0.14,Green,1300,1300,1300
82.42,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,finca los barreales,xalapa,MANUEL HERRERA JUAREZ,10,1 kg,2012,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,0.13,Green,1170,1170,1170
82.42,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,NA,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,74,1 kg,2012,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,0.11,Green,1300,1300,1300
82.42,Arabica,jose daniel cobilt castro,Mexico,cañada fria,NA,veracruz,JOSE DANIEL COBILT CASTRO,26,1 kg,2012,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,0.14,Green,1350,1350,1350
82.42,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,NA,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,1 kg,2012,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,0.11,Green,1150,1150,1150
82.42,Arabica,olivia hernandez virves,Mexico,santa rosa,NA,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,1,1 kg,2012,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,0.13,NA,1250,1250,1250
82.42,Arabica,finca las nieves,Mexico,fln mirador,finca las nieves,fln mirador,ROBIN CLEAVER,10,1 kg,2012,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,0.12,Bluish-Green,1450,1450,1450
82.42,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,250,70 kg,2012,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,0,NA,442,442,442
82.42,Arabica,nucoffee,Brazil,santa mariana,nucoffee,south of minas,Glycia Maria,51,60 kg,2012,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,0.11,Blue-Green,NA,NA,NA
82.33,Arabica,michael gavina,Costa Rica,NA,"f. gaviña & sons, inc.",central valley,NA,275,1 kg,2012,NA,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,10,0,Green,NA,NA,NA
82.33,Arabica,juan luis alvarado romero,Guatemala,finca el morito,finca el morito,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,2012,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,0.11,Green,1676.4,1828.8,1752.6
82.33,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,NA,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",10,1 kg,2012,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,0.15,None,441,441,441
82.33,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,finca los barreales,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,2012,Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,0.13,Green,1170,1170,1170
82.33,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,250,1 kg,2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,0.1,Green,1310.64,1310.64,1310.64
82.33,Arabica,nucoffee,Brazil,sitío santa luzia,nucoffee,grama valley,José Malagutti,16,60 kg,2012,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,0.12,Green,1100,1100,1100
82.33,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,eczcafe fino s.a. de c.v.,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,10,1 kg,2012,Typica,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,0.11,Green,1200,1400,1300
82.33,Arabica,nucoffee,Brazil,café citrus,nucoffee,south of minas,José Alberto dos Santos,44,60 kg,2012,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,0.11,Green,950,950,950
82.33,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,huila,JAIME PULIDO / ERMILSON RAMOS,250,70 kg,2012,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,0,Green,442,442,442
82.25,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,NA,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,10,1 kg,2012,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,0.16,None,533,533,533
82.25,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a. / ing. jorge bolaños",antigua,"SIEMBRAS VISION, S.A.",275,69 kg,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,0.11,Green,1390.8024,1390.8024,1390.8024
82.25,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,finca los barreales,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,2012,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,0.13,Green,1170,1170,1170
82.25,Arabica,guillermo rojas saldana,Mexico,jamaica,NA,juquila,GUILLERMO ROJAS SALDAÑA,40,1 kg,2012,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,0.12,Green,1250,1250,1250
82.25,Arabica,adam kline,El Salvador,NA,atlantic specialty coffee,NA,NA,288,1 kg,2012,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,0,Green,NA,NA,NA
82.25,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,NA,veracruz,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,2012,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,0.11,Green,1100,1100,1100
82.25,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,organizaciones de productores de cafe colimense sa de cv,canoas,COOP,250,1 kg,2012,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,0.1,Green,900,900,900
82.25,Arabica,exportadora de cafe condor s.a,Colombia,NA,exportadora de cafe condor s.a,huila,NA,250,70 kg,2012,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,0.12,Green,1750,1750,1750
82.25,Arabica,racafe & cia s.c.a,Colombia,NA,c.i.racafe & cia s.c.a,huila,La Plata,100,70 kg,2012,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,0.11,Green,1600,1950,1775
82.25,Arabica,nucoffee,Brazil,caxambu,nucoffee,NA,Carmem Lucia Chaves de Brito,84,60 kg,2012,Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,0.12,Green,NA,NA,NA
82.17,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,80,10 kg,2012,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,0,Green,800,800,800
82.17,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,NA,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,10,1 kg,2012,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,0.15,None,1144,1144,1144
82.17,Arabica,the coffee source inc.,Guatemala,NA,the coffee source inc.,oriente,Several producers,250,1 kg,2012,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,9.33,0.12,None,1350,1350,1350
82.17,Arabica,salvador caro carrion,Mexico,las truchas,NA,altotonga,SALVADOR CARO CARRION,200,1 kg,2012,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,0.12,Green,1000,1000,1000
