"State","Year","Data.DHS Denominator","Data.Number of Firms","Data.Calculated.Net Job Creation","Data.Calculated.Net Job Creation Rate","Data.Calculated.Reallocation Rate","Data.Establishments.Entered","Data.Establishments.Entered Rate","Data.Establishments.Exited","Data.Establishments.Exited Rate","Data.Establishments.Physical Locations","Data.Firm Exits.Count","Data.Firm Exits.Establishment Exit","Data.Firm Exits.Employments","Data.Job Creation.Births","Data.Job Creation.Continuers","Data.Job Creation.Count","Data.Job Creation.Rate","Data.Job Creation.Rate/Births","Data.Job Destruction.Continuers","Data.Job Destruction.Count","Data.Job Destruction.Deaths","Data.Job Destruction.Rate","Data.Job Destruction.Rate/Deaths"
"California","2007","1033552","48029","-14136","-1.368","27.713","6588","10.757","5642","9.213","61715","3771","3815","21751","49684","93528","143212","13.856","4.807","112096","157348","45252","15.224","4.378"
"California","2008","1017922","47447","-13191","-1.296","24.912","5700","9.291","5932","9.67","61231","4007","4087","21950","41422","85371","126793","12.456","4.069","99687","139984","40297","13.752","3.959"
"California","2009","990343","46617","-44083","-4.451","22.402","5383","8.846","6119","10.055","60486","4090","4185","25139","43892","67034","110926","11.201","4.432","111008","155009","44001","15.652","4.443"
"California","2010","966526","46127","-4982","-0.515","23.845","5162","8.573","5277","8.764","60158","3472","3580","20230","39359","75876","115235","11.923","4.072","86280","120217","33937","12.438","3.511"
"California","2011","969367","45703","13419","1.384","22.559","5216","8.712","5260","8.785","59851","3419","3579","16934","39398","83361","122759","12.664","4.064","79056","109340","30284","11.28","3.124"
"California","2012","973269","45646","-2904","-0.298","23.885","5001","8.381","4846","8.122","59746","3088","3165","17744","29737","86498","116235","11.943","3.055","83787","119139","35352","12.241","3.632"
"California","2013","973906","45507","3076","0.316","23.185","5164","8.661","4886","8.194","59766","3164","3246","19218","35851","80123","115974","11.908","3.681","72955","112898","39943","11.592","4.101"
"California","2014","980549","45398","11010","1.123","21.075","4830","8.093","4573","7.663","59808","3107","3164","15675","35568","78765","114333","11.66","3.627","66942","103323","36381","10.537","3.71"
"California","2015","992222","45337","12920","1.302","21.539","5065","8.467","4578","7.653","60061","2973","3038","17254","38191","81588","119779","12.072","3.849","72613","106859","34246","10.77","3.451"
"California","2016","1009435","45669","22031","2.183","20.078","5447","9.018","4435","7.343","60907","3065","3110","17133","41527","81842","123369","12.222","4.114","73795","101338","27543","10.039","2.729"
"California","2017","1018685","45771","14738","1.447","23.266","5220","8.56","4699","7.706","61242","3086","3181","18229","39656","93586","133242","13.08","3.893","82547","118504","35957","11.633","3.53"
"California","2018","1032493","45821","15456","1.497","20.143","4857","7.938","4518","7.384","61356","3306","3425","19374","33312","86132","119444","11.569","3.226","74355","103988","29633","10.072","2.87"
"Colorado","1978","6908830","388167","690597","9.996","31.39","83583","18.506","56123","12.426","465390","37511","38060","220386","673848","1101091","1774939","25.691","9.753","608994","1084342","475348","15.695","6.88"
"Colorado","1979","7581633","409260","658611","8.687","29.589","82180","17.278","52963","11.135","490241","35007","35510","205178","638411","1141876","1780287","23.482","8.42","681160","1121676","440516","14.795","5.81"
"Colorado","1980","8005135","417693","225961","2.823","34.621","78324","15.855","60190","12.184","503069","41632","42318","249960","647919","963772","1611691","20.133","8.094","881741","1385730","503989","17.311","6.296"
"Colorado","1981","8178273","429111","153043","1.871","33.713","76452","15.058","56264","11.082","517803","36077","36849","203656","590584","941024","1531608","18.728","7.221","946111","1378565","432454","16.856","5.288"
"Colorado","1982","8265045","428293","75678","0.916","36.477","76261","14.781","66837","12.955","520646","45757","46490","252997","650563","932522","1583085","19.154","7.871","1017738","1507407","489669","18.238","5.925"
"Colorado","1983","8185239","438923","80807","0.987","36.654","75505","14.486","55207","10.592","531364","36050","36838","229806","574920","1005977","1580897","19.314","7.024","1040088","1500090","460002","18.327","5.62"
"Colorado","1984","8532362","461614","793805","9.303","27.605","85537","15.854","52966","9.817","555826","36405","37140","219166","705365","1266106","1971471","23.106","8.267","782569","1177666","395097","13.802","4.631"
"Colorado","1985","9058142","475896","465475","5.139","33.029","87509","15.679","63839","11.438","569973","44699","45603","316213","728648","1232736","1961384","21.653","8.044","936184","1495909","559725","16.515","6.179"
"Colorado","1986","9358108","485992","443924","4.744","33.678","89640","15.676","63337","11.076","584988","44001","44809","284392","802749","1217000","2019749","21.583","8.578","1064574","1575825","511251","16.839","5.463"
"Colorado","1987","9806561","499970","336013","3.426","37.746","95279","16.161","68248","11.576","603068","46507","47486","321078","872760","1314056","2186816","22.3","8.9","1223463","1850803","627340","18.873","6.397"
"Colorado","1988","10199051","517463","416873","4.087","35.046","95114","15.475","68434","11.134","627986","47522","48607","337018","827887","1376179","2204066","21.611","8.117","1166843","1787193","620350","17.523","6.082"
"Colorado","1989","10578460","528706","484867","4.584","31.878","94982","15.039","69301","10.973","644424","48868","50155","334073","799169","1371815","2170984","20.523","7.555","1105338","1686117","580779","15.939","5.49"
"Colorado","1990","11042136","542302","491135","4.448","30.86","94666","14.582","69485","10.703","661805","50313","51586","351976","807137","1387826","2194963","19.878","7.31","1119678","1703828","584150","15.43","5.29"
"Colorado","1991","11019024","539838","-381950","-3.466","32.997","92231","13.983","77080","11.686","667149","55181","56498","450920","753103","1064847","1817950","16.498","6.835","1495495","2199900","704405","19.965","6.393"
"Colorado","1992","10614901","532548","-267777","-2.523","34.146","82513","12.533","79099","12.014","660089","53190","54575","404643","660092","1152164","1812256","17.073","6.219","1344792","2080033","735241","19.595","6.926"
"Colorado","1993","10499266","526945","-103960","-0.99","34.52","76433","11.692","84555","12.934","649682","54478","56024","348016","601224","1210943","1812167","17.26","5.726","1202620","1916127","713507","18.25","6.796"
"Colorado","1994","10436806","527616","24417","0.234","34.515","81244","12.503","79806","12.282","650515","52673","54490","364733","708034","1117539","1825573","17.492","6.784","1151787","1801156","649369","17.258","6.222"
"Colorado","1995","10578185","532357","283431","2.679","29.78","82731","12.674","74332","11.387","656981","50332","52023","316885","663176","1195338","1858514","17.569","6.269","1014787","1575083","560296","14.89","5.297"
"Colorado","1996","10753607","537533","196579","1.828","31.635","83715","12.729","72863","11.079","663094","49465","51059","329707","668065","1229462","1897527","17.645","6.212","1084919","1700948","616029","15.817","5.729"
"Colorado","1997","11070002","543194","389729","3.521","33.411","87187","13.118","80651","12.135","667890","50400","52290","355608","805420","1433601","2239021","20.226","7.276","1124761","1849292","724531","16.705","6.545"
"Colorado","1998","11643003","554143","490138","4.21","29.657","84525","12.523","71854","10.646","681297","45643","46858","310285","735907","1480708","2216615","19.038","6.321","1092469","1726477","634008","14.828","5.445"
"Colorado","1999","12024842","561686","241165","2.006","31.85","84495","12.331","72809","10.625","691079","45798","47378","343390","761124","1395000","2156124","17.931","6.33","1207537","1914959","707422","15.925","5.883"
"Colorado","2000","12417141","569684","498748","4.017","30.029","84128","12.098","72089","10.366","701434","45342","47122","314415","790292","1572805","2363097","19.031","6.365","1155699","1864349","708650","15.014","5.707"
"Colorado","2001","12794874","575392","304466","2.38","30.727","86510","12.261","75004","10.63","711343","48040","49527","344037","778103","1492127","2270230","17.743","6.081","1280092","1965764","685672","15.364","5.359"
"Colorado","2002","12832448","578723","-424549","-3.308","35.624","94957","13.261","85128","11.888","720990","53138","55043","483486","922727","1362991","2285718","17.812","7.191","1786485","2710267","923782","21.12","7.199"
"Colorado","2003","12688864","587503","159906","1.26","32.718","90021","12.426","79684","10.999","729620","50627","52306","352660","757210","1478476","2235686","17.619","5.968","1381977","2075780","693803","16.359","5.468"
"Colorado","2004","12862909","595371","190453","1.481","30.314","89180","12.159","79408","10.827","738329","51231","52771","358454","719153","1420913","2140066","16.637","5.591","1240948","1949613","708665","15.157","5.509"
"Colorado","2005","13073817","607480","173443","1.327","29.442","96960","12.999","79540","10.664","754599","53608","54919","346704","769289","1328737","2098026","16.048","5.884","1303567","1924583","621016","14.721","4.75"
"Colorado","2006","13460043","625061","509023","3.782","27.751","111144","14.505","84800","11.067","779399","60889","61953","373345","905679","1470977","2376656","17.657","6.729","1224191","1867633","643442","13.875","4.78"
"Colorado","2007","13712694","633052","1171","0.009","31.768","100052","12.759","86295","11.005","791042","56173","57251","351001","751419","1427909","2179328","15.893","5.48","1469509","2178157","708648","15.884","5.168"
"Colorado","2008","13592517","626773","-115633","-0.851","29.474","87508","11.111","90989","11.553","785847","60497","61655","372534","655765","1347357","2003122","14.737","4.824","1420550","2118755","698205","15.588","5.137"
"Colorado","2009","13168352","610271","-864280","-6.563","23.564","78187","10.055","96943","12.467","768227","63112","64550","391568","579987","971531","1551518","11.782","4.404","1719331","2415798","696467","18.345","5.289"
"Colorado","2010","12535396","598927","-392239","-3.129","24.466","77204","10.134","87263","11.454","756795","54919","56267","302415","537472","995963","1533435","12.233","4.288","1332263","1925674","593411","15.362","4.734"
"Colorado","2011","12440046","599746","211325","1.699","24.482","82304","10.867","78293","10.337","759404","49847","51191","264762","546393","1187697","1734090","13.94","4.392","1001239","1522765","521526","12.241","4.192"
"Colorado","2012","12672493","608205","276614","2.183","24.855","84615","11.098","74686","9.796","767374","45496","46641","259763","542977","1308542","1851519","14.611","4.285","1050855","1574905","524050","12.428","4.135"
"Colorado","2013","13009569","614222","429149","3.299","23.578","84010","10.919","75714","9.841","773543","47037","47898","270811","633932","1328883","1962815","15.087","4.873","990533","1533666","543133","11.789","4.175"
"Colorado","2014","13400335","625384","400444","2.988","23.661","87774","11.245","71304","9.135","788780","46954","47858","265328","651334","1334421","1985755","14.819","4.861","1055263","1585311","530048","11.83","3.955"
"Colorado","2015","13834059","635579","476282","3.443","22.217","88785","11.165","72913","9.169","803128","48698","49599","293117","674620","1338447","2013067","14.552","4.877","1022785","1536785","514000","11.109","3.715"
"Colorado","2016","14198321","647486","331884","2.337","23.931","91200","11.247","73388","9.05","819785","50908","51920","311536","644426","1386350","2030776","14.303","4.539","1067609","1698892","631283","11.965","4.446"
"Colorado","2017","14489378","655520","342967","2.367","24.889","89150","10.824","78630","9.547","828908","53714","54931","335526","660952","1485170","2146122","14.812","4.562","1188656","1803155","614499","12.445","4.241"
"Colorado","2018","14858030","664454","369131","2.484","22.072","86406","10.383","76990","9.252","836870","57934","59554","339032","643240","1365617","2008857","13.52","4.329","1111414","1639726","528312","11.036","3.556"
"Delaware","1978","856993","55138","110798","12.929","30.007","12341","19.801","8605","13.807","64192","5921","6004","29345","88424","150952","239376","27.932","10.318","70883","128578","57695","15.003","6.732"
"Delaware","1979","958466","58322","89295","9.316","29.726","11899","18.138","7807","11.9","67650","5226","5296","29163","85417","146336","231753","24.18","8.912","83681","142458","58777","14.863","6.132"
"Delaware","1980","1023356","59565","36734","3.59","34.315","11399","16.739","8783","12.897","69408","6169","6277","42594","84412","127904","212316","20.747","8.249","106782","175582","68800","17.157","6.723"
"Delaware","1981","1059402","61181","39924","3.769","34.798","11465","16.352","8219","11.723","71736","5632","5715","33135","90470","133778","224248","21.167","8.54","123702","184324","60622","17.399","5.722"
"Delaware","1982","1094917","62496","35686","3.259","36.53","12418","17.164","9490","13.117","73812","6701","6777","37850","95464","140207","235671","21.524","8.719","129940","199985","70045","18.265","6.397"
"Delaware","1983","1112410","64842","10009","0.9","39.546","12301","16.512","8352","11.211","76472","5788","5870","35044","100602","129364","229966","20.673","9.044","159754","219957","60203","19.773","5.412"
"Delaware","1984","1141837","68424","79757","6.985","30.386","13633","17.514","8354","10.732","80480","6119","6201","32852","102259","150975","253234","22.178","8.956","116282","173477","57195","15.193","5.009"
