"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Egg substitute","Egg substitute, liquid or frozen, fat free","1226","0","135","0","2.0","0","2.5","0.0","0","0","0.14","10.0","0","0.386","41.3","2.0","0.12","87.0","0.0","0.0","0.0","0.0","73","0.022","1.98","15","72","213","199","0.98","11","0.34","0.133","0.5","1.59","0.2"
"Cheese","Cheese, fresh, queso fresco","1228","0","41","2","2.98","69","12.5","0.0","3","0","0.027","18.09","221","0.173","19.3","2.32","0.042","51.42","5.966","1.106","12.94","23.82","566","0.033","0.2","24","385","129","751","2.58","224","1.68","0.076","0.0","0.37","1.0"
"Milk","Milk, buttermilk, fluid, whole","1230","0","7","0","4.88","11","14.6","0.0","0","0","0.09","3.21","46","0.172","3.7","4.88","0.047","87.91","0.827","0.198","1.899","3.31","115","0.025","0.03","10","85","135","105","0.38","47","0.46","0.036","0.0","0.07","0.3"
"Ice cream","Ice cream, bar or stick, chocolate covered","1237","0","44","0","24.5","28","29.7","0.8","0","0","0.175","4.1","15","0.261","2.4","18.3","0.062","46.3","6.387","3.257","13.202","24.1","119","0.076","0.29","28","173","305","68","0.82","19","0.49","0.043","0.0","0.42","1.3"
"Ice cream cone","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","1240","0","11","0","34.38","21","23.8","1.0","4","0","0.829","5.21","31","0.252","2.6","25.0","0.108","37.43","7.34","1.657","11.458","21.88","63","0.128","0.0","29","108","222","94","0.86","32","0.36","0.046","0.0","0.18","1.1"
"Fat free ice cream","Fat free ice cream, no sugar added, flavors other than chocolate","1243","0","12","0","28.86","0","23.0","7.4","0","0","0.074","4.41","132","0.122","1.9","8.82","0.029","65.52","0.0","0.0","0.0","0.0","147","0.03","0.0","9","75","196","110","0.31","133","0.52","0.029","0.0","0.0","0.0"
"Nutritional supplement for people with diabetes","Nutritional supplement for people with diabetes, liquid","1250","0","0","0","11.88","2","60.5","2.2","0","0","2.201","4.4","165","0.187","7.7","2.64","0.165","79.74","2.318","0.395","0.232","3.08","110","0.22","1.98","44","110","176","92","1.65","165","0.66","0.22","26.4","1.46","8.8"
"Cheese","Cheese, Mexican blend","1251","0","56","0","1.75","95","15.7","0.0","0","0","0.114","23.54","170","0.318","15.0","1.23","0.023","42.48","7.871","0.864","17.027","28.51","659","0.025","0.59","25","438","85","607","3.01","174","1.23","0.061","0.0","0.25","2.5"
"Cheese product","Cheese product, pasteurized process, American, vitamin D fortified","1252","1","248","23","8.85","78","35.8","0.0","60","0","0.17","16.09","248","0.425","16.2","6.24","0.04","45.07","5.655","0.99","12.931","23.06","1375","0.027","0.95","34","768","295","1279","2.21","270","1.52","0.124","0.0","0.84","3.1"
"Cheese","Cheese, pasteurized process, American, without added vitamin D","1253","0","80","0","3.7","100","36.2","0.0","0","0","0.076","18.13","243","0.234","20.2","2.26","0.015","39.61","8.236","1.286","18.057","31.79","1045","0.046","0.63","26","641","132","1671","2.49","250","1.5","0.054","0.0","0.8","2.6"
"Yogurt","Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)","1256","0","0","0","3.64","5","15.1","0.0","0","0","0.211","10.3","1","0.281","9.9","3.27","0.022","85.0","0.043","0.011","0.108","0.37","111","0.017","0.07","10","136","141","36","0.53","1","0.7","0.064","0.0","0.01","0.0"
"Cheese spread","Cheese spread, American or Cheddar cheese base, reduced fat","1259","0","27","1","10.71","38","42.6","0.0","11","0","0.153","13.41","183","0.442","15.5","7.06","0.038","61.82","2.458","0.415","5.647","8.88","557","0.032","0.36","27","931","250","1102","1.81","185","1.17","0.099","0.0","0.46","0.0"
"Cheese","Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)","1260","0","28","1","2.67","76","15.4","0.0","4","0","0.145","27.35","142","0.397","35.8","0.26","0.021","44.29","5.304","0.893","12.602","20.41","761","0.043","0.12","27","520","63","628","4.44","145","1.41","0.084","0.0","0.48","1.5"
"Ice cream bar","Ice cream bar, stick or nugget, with crunch coating","1264","0","5","0","37.12","16","45.0","1.1","0","0","0.548","2.11","35","0.069","4.0","21.05","0.043","35.48","1.173","2.208","17.895","25.26","63","0.031","0.0","11","57","71","84","0.32","35","0.09","0.106","0.0","2.25","22.3"
"Cheese","Cheese, cheddar, nonfat or fat free","1265","0","4","0","7.14","18","15.4","0.0","0","0","0.051","32.14","60","0.221","14.5","0.0","0.012","57.0","0.0","0.0","0.0","0.0","893","0.021","0.0","16","484","66","1000","1.82","60","0.49","0.045","0.0","0.06","0.6"
"Cheese","Cheese, Swiss, nonfat or fat free","1266","0","13","0","3.4","18","15.4","0.0","0","0","0.09","28.4","39","0.36","12.7","1.33","0.02","63.6","0.0","0.0","0.0","0.0","961","0.027","0.17","36","605","111","1000","3.9","40","1.68","0.08","0.0","0.07","0.5"
"Cheese","Cheese, mexican, queso cotija","1267","0","73","0","3.97","100","15.4","0.0","0","0","0.114","20.0","223","0.486","17.7","0.0","0.029","38.0","8.333","1.187","17.5","30.0","800","0.238","0.0","38","729","125","1400","3.87","229","2.26","0.049","0.0","0.25","1.9"
"Yogurt","Yogurt, Greek, strawberry, lowfat","1284","0","7","0","12.29","12","14.0","1.0","7","0","0.205","8.17","30","0.235","9.6","11.23","0.037","76.41","0.65","0.113","1.599","2.57","88","0.019","0.07","10","109","129","33","0.41","31","0.5","0.049","0.7","0.02","0.0"
"Yogurt","Yogurt, Greek, strawberry, nonfat","1285","0","2","0","12.2","4","14.0","0.6","4","0","0.208","8.06","0","0.25","9.8","11.5","0.037","79.0","0.029","0.021","0.103","0.15","97","0.02","0.09","10","113","133","32","0.46","0","0.45","0.05","0.2","0.02","0.0"
"Yogurt","Yogurt, Greek, vanilla, nonfat","1286","0","0","0","10.37","3","15.2","0.5","0","0","0.201","8.64","0","0.24","9.7","9.54","0.042","80.26","0.039","0.009","0.133","0.18","99","0.018","0.04","10","119","123","34","0.46","0","0.64","0.05","0.0","0.02","0.1"
"Yogurt","Yogurt, Greek, plain, lowfat","1287","0","6","0","3.94","10","15.2","0.0","1","0","0.197","9.95","90","0.233","12.4","3.56","0.044","83.56","0.486","0.076","1.23","1.92","115","0.021","0.04","11","137","141","34","0.6","90","0.52","0.055","0.8","0.04","0.2"
"Kefir","Kefir, lowfat, plain, LIFEWAY","1289","0","0","0","4.77","5","15.2","0.0","0","0","0.15","3.79","171","0.135","3.6","4.61","0.03","89.7","0.31","0.053","0.658","1.02","130","0.009","0.04","12","105","164","40","0.46","171","0.29","0.058","0.2","0.02","0.1"
"Kefir","Kefir, lowfat, strawberry, LIFEWAY","1290","0","3","0","10.2","5","15.2","0.0","0","0","0.105","3.39","178","0.21","3.6","9.21","0.03","84.82","0.262","0.041","0.533","0.9","119","0.009","0.04","11","96","154","37","0.44","178","0.31","0.06","1.5","0.06","1.2"
"Milk","Milk, chocolate, fat free, with added vitamin A and vitamin D","1292","0","11","0","13.46","2","15.6","0.0","0","0","0.164","3.39","63","0.166","1.9","8.39","0.045","82.34","0.0","0.0","0.0","0.0","127","0.075","0.27","13","101","182","79","0.41","64","0.32","0.024","1.0","0.04","0.2"
"Yogurt","Yogurt, Greek, plain, whole milk","1293","0","7","0","3.98","13","15.1","0.0","0","0","0.208","9.0","1","0.278","9.7","4.0","0.023","81.3","2.136","0.469","2.395","5.0","100","0.017","0.0","11","135","141","35","0.52","2","0.75","0.063","0.0","0.01","0.0"
"Yogurt","Yogurt, Greek, fruit, whole milk","1294","0","7","0","12.29","10","14.3","0.0","7","0","0.205","7.33","45","0.235","9.6","12.0","0.046","76.81","1.265","0.219","1.599","3.0","100","0.019","0.0","10","109","113","37","0.41","46","0.5","0.049","0.0","0.07","0.3"
"Yogurt","Yogurt, Greek, vanilla, lowfat","1297","0","3","0","9.54","5","33.4","0.0","0","0","0.201","8.64","110","0.24","9.7","9.54","0.038","78.76","0.846","0.203","1.465","2.5","100","0.018","0.04","10","119","123","40","0.46","110","0.64","0.05","0.0","0.02","0.2"
"Light ice cream","Light ice cream, Creamsicle","1302","0","10","2","32.75","8","20.4","0.0","2","0","0.113","1.54","92","0.206","1.8","18.46","0.045","61.77","0.819","0.137","1.813","3.08","62","0.02","0.0","12","84","174","46","0.66","93","0.36","0.038","13.8","0.09","0.3"
"Milk","Milk, chocolate, lowfat, reduced sugar","1305","0","2","0","7.68","5","15.2","0.0","0","0","0.122","3.43","96","0.225","1.9","7.29","0.035","87.09","0.29","0.054","0.616","1.04","122","0.018","0.16","13","98","168","66","0.46","96","0.2","0.05","0.0","0.0","0.1"
"Spices","Spices, basil, dried","2003","113","378","24","47.75","0","54.9","37.7","1150","393","4.9","22.98","0","1.2","3.0","1.71","0.08","10.35","1.238","0.498","2.157","4.07","2240","2.1","89.8","711","274","2630","76","7.1","37","0.0","1.34","0.8","10.7","1714.5"
"Spices","Spices, caraway seed","2005","8","206","16","49.9","0","24.7","38.0","454","20","3.606","19.77","0","0.379","12.1","0.64","0.383","9.87","7.125","3.272","0.62","14.59","689","0.91","16.23","258","568","1351","17","5.5","18","0.0","0.36","21.0","2.5","0.0"
"Spices","Spices, celery seed","2007","0","31","0","41.35","0","24.7","11.8","0","0","3.06","18.07","0","0.29","12.1","0.67","0.34","6.04","15.93","3.72","2.19","25.27","1767","1.37","44.9","440","547","1400","160","6.93","3","0.0","0.89","17.1","1.07","0.0"
"Spices","Spices, chili powder","2009","2090","15000","3490","49.7","0","66.5","34.8","310","21","11.6","13.46","0","0.94","20.4","7.19","0.25","10.75","3.211","8.006","2.462","14.28","330","1.0","17.3","149","300","1950","2867","4.3","1483","0.0","2.094","0.7","38.14","105.7"
"Spices","Spices, cinnamon, ground","2010","1","112","129","80.59","0","11.0","53.1","222","15","1.332","3.99","0","0.041","3.1","2.17","0.022","10.58","0.246","0.068","0.345","1.24","1002","0.339","8.32","60","64","431","10","1.83","15","0.0","0.158","3.8","2.32","31.2"
"Spices","Spices, cloves, ground","2011","0","45","103","65.53","0","37.4","33.9","0","0","1.56","5.97","0","0.22","7.2","2.38","0.158","9.87","1.393","3.606","3.952","13.0","632","0.368","11.83","259","104","1020","277","2.32","8","0.0","0.391","0.2","8.82","141.8"
"Spices","Spices, coriander leaf, dried","2012","31","3407","175","52.1","0","97.1","10.4","2428","0","10.707","21.93","0","1.5","29.3","7.27","1.252","7.3","2.232","0.328","0.115","4.78","1246","1.786","42.46","694","481","4466","211","4.72","293","0.0","0.61","566.7","1.03","1359.5"
"Spices","Spices, cumin seed","2014","0","762","0","44.24","0","24.7","10.5","448","0","4.579","17.81","0","0.327","5.2","2.25","0.628","8.06","14.04","3.279","1.535","22.27","931","0.867","66.36","366","499","1788","168","4.8","64","0.0","0.435","7.7","3.33","5.4"
"Spices","Spices, garlic powder","2020","0","0","0","72.73","0","67.5","9.0","0","0","0.796","16.55","0","0.141","23.9","2.43","0.435","6.45","0.115","0.178","0.249","0.73","79","0.533","5.65","77","414","1193","60","2.99","0","0.0","1.654","1.2","0.67","0.4"
"Spices","Spices, ginger, ground","2021","0","18","0","71.62","0","41.2","14.1","0","0","9.62","8.98","0","0.17","55.8","3.39","0.046","9.94","0.479","0.929","2.599","4.24","114","0.48","19.8","214","168","1320","27","3.64","2","0.0","0.626","0.7","0.0","0.8"
"Spices","Spices, marjoram, dried","2023","0","4806","70","60.56","0","43.6","40.3","1895","0","4.12","12.66","0","0.316","4.5","4.09","0.289","7.64","0.94","4.405","0.529","7.04","1990","1.133","82.71","346","306","1522","77","3.6","403","0.0","1.19","51.4","1.69","621.7"
"Spices","Spices, mustard seed, ground","2024","0","18","0","28.09","0","122.7","12.2","568","0","4.733","26.08","0","0.261","208.1","6.79","0.805","5.27","22.518","10.088","1.989","36.24","266","0.645","9.21","370","828","738","13","6.08","2","0.0","0.397","7.1","5.07","5.4"
"Spices","Spices, nutmeg, ground","2025","0","28","66","49.29","0","8.8","20.8","0","0","1.299","5.84","0","0.057","1.6","2.99","0.346","6.23","3.22","0.35","25.94","36.31","184","1.027","3.04","183","213","350","16","2.15","5","0.0","0.16","3.0","0.0","0.0"
"Spices","Spices, onion powder","2026","0","0","0","79.12","0","39.0","15.2","0","0","0.321","10.41","0","0.08","14.3","6.63","0.457","5.39","0.202","0.31","0.219","1.04","384","0.59","3.9","113","322","985","73","4.05","0","0.0","0.718","23.4","0.27","4.1"
"Spices","Spices, oregano, dried","2027","20","1007","7","68.92","0","32.3","42.5","1895","0","4.64","9.0","0","0.528","4.5","4.09","0.177","9.93","0.716","1.369","1.551","4.28","1597","0.633","36.8","270","148","1260","25","2.69","85","0.0","1.044","2.3","18.26","621.7"
"Spices","Spices, paprika","2028","595","26162","6186","53.99","0","51.5","34.9","18944","0","10.06","14.14","0","1.23","6.3","10.34","0.33","11.24","1.695","7.766","2.14","12.89","229","0.713","21.14","178","314","2280","68","4.33","2463","0.0","2.141","0.9","29.1","80.3"
"Spices","Spices, parsley, dried","2029","17","1152","4","50.64","0","97.1","26.7","2428","0","9.943","26.63","0","2.383","14.1","7.27","0.196","5.89","0.761","3.124","1.378","5.48","1140","0.78","22.04","400","436","2683","452","5.44","97","0.0","0.9","125.0","8.96","1359.5"
"Spices","Spices, pepper, black","2030","12","310","25","63.95","0","11.3","25.3","454","20","1.143","10.39","0","0.18","4.9","0.64","0.108","12.46","0.739","0.998","1.392","3.26","443","1.33","9.71","171","158","1329","20","1.19","27","0.0","0.291","0.0","1.04","163.7"
"Spices","Spices, pepper, red or cayenne","2031","0","21840","6252","56.63","0","51.5","27.2","13157","0","8.701","12.01","0","0.919","8.8","10.34","0.328","8.05","2.75","8.37","3.26","17.27","148","0.373","7.8","152","293","2014","30","2.48","2081","0.0","2.45","76.4","29.83","80.3"
"Spices","Spices, poultry seasoning","2034","0","1568","23","65.59","0","30.3","11.3","1107","7","2.97","9.59","0","0.191","7.2","1.8","0.264","9.31","1.206","1.936","3.29","7.53","996","0.843","35.3","224","171","684","27","3.14","132","0.0","1.32","12.0","1.32","805.4"
"Spices","Spices, pumpkin pie spice","2035","1","99","114","69.28","0","20.8","14.8","100","7","2.243","5.76","0","0.137","9.3","7.76","0.131","8.46","1.102","0.78","6.53","12.6","682","0.484","19.71","136","118","663","52","2.37","13","0.0","0.4","23.4","1.93","28.4"
"Spices","Spices, sage, ground","2038","0","3485","109","60.73","0","43.6","40.3","1895","0","5.72","10.63","0","0.336","3.7","1.71","0.754","7.96","1.87","1.76","7.03","12.75","1652","0.757","28.12","428","91","1070","11","4.7","295","0.0","2.69","32.4","7.48","1714.5"
"Spices","Spices, thyme, dried","2042","0","2264","33","63.94","0","43.6","37.0","1895","0","4.94","9.11","0","0.399","4.6","1.71","0.513","7.79","0.47","1.19","2.73","7.43","1890","0.86","123.6","220","201","814","55","6.18","190","0.0","0.55","50.0","7.48","1714.5"
"Spices","Spices, turmeric, ground","2043","0","0","0","67.14","0","49.2","22.7","0","0","1.35","9.68","0","0.15","6.2","3.21","0.058","12.85","0.449","0.756","1.838","3.25","168","1.3","55.0","208","299","2080","27","4.5","0","0.0","0.107","0.7","4.43","13.4"
"Basil","Basil, fresh","2044","0","3142","46","2.65","0","11.4","1.6","5650","0","0.902","3.15","0","0.076","0.3","0.3","0.034","92.06","0.088","0.389","0.041","0.64","177","0.385","3.17","64","56","295","4","0.81","264","0.0","0.155","18.0","0.8","414.8"
"Mustard","Mustard, prepared, yellow","2046","1","31","27","5.3","0","22.4","4.3","115","0","0.561","4.25","0","0.066","34.0","1.42","0.189","83.7","2.59","0.903","0.252","3.38","63","0.074","1.59","47","108","150","1100","0.64","4","0.0","0.069","0.4","0.35","1.5"
"Salt","Salt, table, iodized","2047","0","0","0","0.0","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.1","0.0","0.0","0.42","0.0","0.0","0.0","0.0","50","0.0","0.0","0","0","2","38700","0.0","0","0.0","0.0","0.0","0.0","0.0"
"Vinegar","Vinegar, cider","2048","0","0","0","0.93","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.1","0.4","0.0","93.81","0.0","0.0","0.0","0.0","7","0.008","0.2","5","8","73","5","0.04","0","0.0","0.0","0.0","0.0","0.0"
"Vanilla extract","Vanilla extract, imitation, no alcohol","2052","0","0","0","14.4","0","0.0","0.0","0","0","0.129","0.03","0","0.029","0.0","14.4","0.003","85.58","0.0","0.0","0.0","0.0","3","0.003","0.05","1","0","0","3","0.01","0","0.0","0.008","0.0","0.0","0.0"
"Vinegar","Vinegar, distilled","2053","0","0","0","0.04","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.5","0.04","0.0","94.78","0.0","0.0","0.0","0.0","6","0.006","0.03","1","4","2","2","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Capers","Capers, canned","2054","0","83","0","4.89","0","6.5","3.2","0","0","0.652","2.36","0","0.139","1.2","0.41","0.018","83.85","0.063","0.304","0.233","0.86","40","0.374","1.67","33","10","40","2348","0.32","7","0.0","0.023","4.3","0.88","24.6"
"Horseradish","Horseradish, prepared","2055","0","1","0","11.29","0","6.5","3.3","10","0","0.386","1.18","0","0.024","2.8","7.99","0.008","85.08","0.13","0.339","0.09","0.69","56","0.058","0.42","27","31","246","420","0.83","0","0.0","0.073","24.9","0.01","1.3"
"Clif Z bar","Clif Z bar","3000","0","4","0","74.72","0","22.5","8.3","61","0","0.478","5.55","0","0.1","14.8","30.56","0.411","7.74","2.447","3.319","2.721","9.72","444","0.187","2.7","82","244","333","375","1.15","0","0.0","0.073","39.1","0.98","8.7"
"Babyfood","Babyfood, juice treats, fruit medley, toddler","3001","0","1","0","86.68","0","9.1","0.0","2","0","0.057","0.0","0","0.01","1.9","57.4","0.015","12.89","0.0","0.0","0.0","0.02","12","0.037","0.24","7","9","54","89","0.03","0","0.0","0.014","8.0","0.01","0.0"
"Babyfood","Babyfood, meat, beef, strained","3002","0","0","0","2.43","51","37.6","0.0","0","0","2.495","12.03","0","0.135","2.9","0.0","0.013","82.44","0.95","0.16","1.18","2.52","5","0.148","0.98","11","93","187","41","2.22","0","1.26","0.039","2.1","0.37","0.6"
"Babyfood","Babyfood, meat, beef, junior","3003","0","0","0","2.43","51","37.6","0.0","0","0","2.495","12.03","0","0.135","2.9","0.0","0.013","82.44","0.95","0.16","1.18","2.52","5","0.148","0.98","11","93","187","41","2.22","0","1.26","0.039","2.1","0.37","0.6"
"Babyfood","Babyfood, meat, veal, strained","3005","0","0","0","1.51","33","49.5","0.0","0","0","2.85","13.12","0","0.116","3.5","0.0","0.023","82.37","1.054","0.157","1.063","2.45","6","0.148","0.76","11","98","170","39","2.5","0","1.65","0.049","0.0","0.28","0.0"
"Babyfood","Babyfood, meat, ham, strained","3008","0","0","0","3.7","24","45.2","0.0","0","0","2.633","11.3","2","0.154","14.2","0.0","0.139","80.5","1.803","0.51","1.267","3.8","6","0.065","1.03","13","81","204","44","2.25","2","0.1","0.252","2.1","0.13","0.0"
"Babyfood","Babyfood, meat, lamb, strained","3010","0","0","0","0.85","36","54.7","0.0","0","0","2.908","14.07","0","0.174","2.2","0.0","0.02","81.06","1.27","0.31","1.65","3.41","7","0.148","1.19","13","104","193","43","2.43","0","1.9","0.037","1.2","0.19","0.6"
"Babyfood","Babyfood, meat, chicken, strained","3012","0","0","0","0.1","61","43.2","0.0","0","0","3.255","13.7","6","0.152","11.0","0.0","0.014","77.5","3.56","1.92","2.03","7.9","64","0.045","1.4","13","97","141","49","1.21","6","0.4","0.2","1.7","0.25","1.0"
