"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"genre fiction","Amazon Digital Services,  Inc.","296.01","159.39","455.4","0.0","460","(Indie Publisher)","indie","4.62","0.99","224","77"
"genre fiction","Amazon Digital Services,  Inc.","2368.236","1275.204","3643.44","0.0","456","Amazon Publishing","amazon","4.18","7.99","226","1705"
"genre fiction","Amazon Digital Services,  Inc.","363.09","363.09","1815.45","1089.27","455","(Small or Medium Publisher)","small/medium","3.97","3.99","227","201"
"genre fiction","Simon and Schuster Digital Sales Inc","1000.09","1000.09","5000.45","3000.27","455","Threshold Editions","big five","0.0","10.99","227","0"
"genre fiction","Random House LLC","1039.182","1039.182","5195.91","3117.546","453","Knopf","big five","4.74","11.47","228","99"
"nonfiction","Amazon Digital Services,  Inc.","291.5055","156.9645","448.47","0.0","453","(Indie Publisher)","indie","4.62","0.99","228","48"
"genre fiction","Penguin Group (USA) LLC","450.098","450.098","2250.49","1350.294","451","Penguin Books","big five","3.6","4.99","229","1517"
"genre fiction","Random House LLC","958.5","958.5","4792.5","2875.5","450","Del Rey","big five","4.65","10.65","230","123"
"genre fiction","Penguin Group (USA) LLC","954.24","954.24","4771.2","2862.72","448","Dutton Adult","big five","4.66","10.65","231","75"
"genre fiction","Amazon Digital Services,  Inc.","88.704","88.704","443.52","266.112","448","(Single-Author Publisher)","single author","4.87","0.99","231","47"
"genre fiction","Simon and Schuster Digital Sales Inc","264.914","264.914","1324.57","794.742","443","Gallery Books","big five","4.75","2.99","234","468"
"genre fiction","Random House LLC","1762.236","1762.236","8811.18","5286.708","441","Bantam","big five","4.51","19.98","235","1092"
"genre fiction","Random House LLC","435.128","435.128","2175.64","1305.384","436","Bantam","big five","4.44","4.99","238","4874"
"genre fiction","Amazon Digital Services,  Inc.","279.9225","150.7275","430.65","0.0","435","(Indie Publisher)","indie","4.08","0.99","239","117"
"genre fiction","Penguin Group (USA) LLC","1038.334","1038.334","5191.67","3115.002","433","Putnam Adult","big five","5.0","11.99","240","1"
"genre fiction","Hachette Book Group","518.734","518.734","2593.67","1556.202","433","Little, Brown and Company","big five","4.27","5.99","240","2221"
"genre fiction","Amazon Digital Services,  Inc.","85.338","85.338","426.69","256.014","431","(Small or Medium Publisher)","small/medium","4.39","0.99","241","1436"
"genre fiction","Random House LLC","85.14","85.14","425.7","255.42","430","Dell","big five","3.43","0.99","242","442"
"genre fiction","Penguin Group (USA) LLC","1021.548","1021.548","5107.74","3064.644","426","Roc","big five","0.0","11.99","244","0"
"genre fiction","Amazon Digital Services,  Inc.","764.244","764.244","3821.22","2292.732","426","(Small or Medium Publisher)","small/medium","4.57","8.97","244","154"
"genre fiction","Macmillan","84.15","84.15","420.75","252.45","425","Entangled: Brazen","big five","4.64","0.99","245","223"
"genre fiction","Amazon Digital Services,  Inc.","506.331","1181.439","1687.77","0.0","423","(Indie Publisher)","indie","4.39","3.99","246","137"
"nonfiction","Random House LLC","894.6","894.6","4473.0","2683.8","420","Knopf","big five","4.16","10.65","248","42"
"genre fiction","Macmillan","82.764","82.764","413.82","248.292","418","Entangled: Brazen","big five","4.45","0.99","249","55"
"nonfiction","Amazon Digital Services,  Inc.","267.696","144.144","411.84","0.0","416","(Indie Publisher)","indie","4.67","0.99","250","246"
"genre fiction","Random House LLC","414.17","414.17","2070.85","1242.51","415","Bantam","big five","3.69","4.99","251","5429"
"genre fiction","Amazon Digital Services,  Inc.","507.58","507.58","2537.9","1522.74","410","(Small or Medium Publisher)","small/medium","4.36","6.19","254","47"
"genre fiction","Amazon Digital Services,  Inc.","365.976","853.944","1219.92","0.0","408","(Indie Publisher)","indie","4.9","2.99","255","11"
"genre fiction","Amazon Digital Services,  Inc.","337.008","337.008","1685.04","1011.024","408","(Small or Medium Publisher)","small/medium","4.28","4.13","255","4511"
"nonfiction","Random House LLC","405.188","405.188","2025.94","1215.564","406","Vintage","big five","4.2","4.99","256","3452"
"nonfiction","Amazon Digital Services,  Inc.","450.36","450.36","2251.8","1351.08","405","(Small or Medium Publisher)","small/medium","4.31","5.56","257","19"
"genre fiction","HarperCollins Publishers","201.5","201.5","1007.5","604.5","403","William Morrow Paperbacks","big five","4.45","2.5","258","1594"
"genre fiction","Penguin Group (USA) LLC","854.13","854.13","4270.65","2562.39","401","Putnam Adult","big five","4.57","10.65","259","7"
"genre fiction","Penguin Group (USA) LLC","636.004","636.004","3180.02","1908.012","398","NAL","big five","4.62","7.99","261","45"
"genre fiction","Amazon Digital Services,  Inc.","78.408","78.408","392.04","235.224","396","(Small or Medium Publisher)","small/medium","4.52","0.99","262","698"
"genre fiction","Amazon Digital Services,  Inc.","78.408","78.408","392.04","235.224","396","(Small or Medium Publisher)","small/medium","4.04","0.99","262","69"
"genre fiction","Amazon Digital Services,  Inc.","77.418","77.418","387.09","232.254","391","(Single-Author Publisher)","single author","4.46","0.99","265","147"
"nonfiction","Hachette Book Group","545.22","545.22","2726.1","1635.66","390","Little, Brown and Company","big five","4.59","6.99","266","1104"
"nonfiction","Macmillan","230.828","230.828","1154.14","692.484","386","Farrar, Straus and Giroux","big five","4.42","2.99","268","909"
"genre fiction","Random House LLC","153.23","153.23","766.15","459.69","385","Anchor","big five","4.68","1.99","269","1636"
"genre fiction","Penguin Group (USA) LLC","612.034","612.034","3060.17","1836.102","383","Berkley","big five","4.3","7.99","270","20"
"genre fiction","Amazon Digital Services,  Inc.","492.8235","265.3665","758.19","0.0","381","AmazonCrossing","amazon","4.0","1.99","271","224"
"nonfiction","Amazon Digital Services,  Inc.","602.742","602.742","3013.71","1808.226","381","(Single-Author Publisher)","single author","4.72","7.91","271","3189"
"genre fiction","Simon and Schuster Digital Sales Inc","227.24","227.24","1136.2","681.72","380","Margaret K. McElderry Books","big five","4.17","2.99","272","2730"
"nonfiction","Penguin Group (USA) LLC","377.244","377.244","1886.22","1131.732","378","Viking Adult","big five","4.83","4.99","273","1011"
"genre fiction","Amazon Digital Services,  Inc.","224.848","224.848","1124.24","674.544","376","(Small or Medium Publisher)","small/medium","4.12","2.99","274","247"
"genre fiction","Amazon Digital Services,  Inc.","241.3125","129.9375","371.25","0.0","375","(Indie Publisher)","indie","3.99","0.99","275","1474"
"genre fiction","Random House LLC","374.25","374.25","1871.25","1122.75","375","Delacorte Press","big five","4.28","4.99","275","1539"
"genre fiction","Amazon Digital Services,  Inc.","446.481","1041.789","1488.27","0.0","373","(Indie Publisher)","indie","4.87","3.99","276","64"
"genre fiction","Hachette Book Group","223.054","223.054","1115.27","669.162","373","Center Street","big five","4.5","2.99","276","86"
"genre fiction","Amazon Digital Services,  Inc.","238.095","128.205","366.3","0.0","370","(Indie Publisher)","indie","4.77","0.99","278","473"
"nonfiction","Hachette Book Group","555.0","555.0","2775.0","1665.0","370","Little, Brown and Company","big five","4.04","7.5","278","1113"
"genre fiction","Random House LLC","220.064","220.064","1100.32","660.192","368","Delacorte Press","big five","4.24","2.99","279","4268"
"genre fiction","Amazon Digital Services,  Inc.","328.302","766.038","1094.34","0.0","366","(Indie Publisher)","indie","4.43","2.99","280","1101"
"genre fiction","Penguin Group (USA) LLC","877.668","877.668","4388.34","2633.004","366","Putnam Adult","big five","0.0","11.99","280","0"
"nonfiction","HarperCollins Publishers","816.87","816.87","4084.35","2450.61","365","Ecco","big five","4.18","11.19","281","27"
"genre fiction","Amazon Digital Services,  Inc.","1177.3905","633.9795","1811.37","0.0","363","Thomas & Mercer","amazon","3.8","4.99","282","5"
"genre fiction","Amazon Digital Services,  Inc.","217.074","217.074","1085.37","651.222","363","(Single-Author Publisher)","single author","4.97","2.99","282","34"
"genre fiction","Amazon Digital Services,  Inc.","71.478","71.478","357.39","214.434","361","(Single-Author Publisher)","single author","4.62","0.99","283","27"
"genre fiction","Penguin Group (USA) LLC","215.878","215.878","1079.39","647.634","361","Berkley","big five","3.72","2.99","283","5468"
"nonfiction","Random House LLC","781.156","781.156","3905.78","2343.468","358","Crown Forum","big five","4.76","10.91","285","2236"
"genre fiction","Macmillan","212.888","212.888","1064.44","638.664","356","Minotaur Books","big five","4.73","2.99","286","94"
"nonfiction","Simon and Schuster Digital Sales Inc","141.29","141.29","706.45","423.87","355","Simon & Schuster","big five","4.53","1.99","287","143"
"genre fiction","Amazon Digital Services,  Inc.","682.1685","367.3215","1049.49","0.0","351","47North","amazon","4.32","2.99","289","869"
"nonfiction","Amazon Digital Services,  Inc.","69.498","69.498","347.49","208.494","351","(Small or Medium Publisher)","small/medium","4.3","0.99","289","26"
"genre fiction","Amazon Digital Services,  Inc.","225.225","121.275","346.5","0.0","350","(Indie Publisher)","indie","4.18","0.99","290","109"
"genre fiction","Amazon Digital Services,  Inc.","223.938","120.582","344.52","0.0","348","(Indie Publisher)","indie","4.61","0.99","291","34"
"nonfiction","Simon and Schuster Digital Sales Inc","206.31","206.31","1031.55","618.93","345","Simon & Schuster","big five","4.65","2.99","293","1709"
"genre fiction","Amazon Digital Services,  Inc.","307.671","717.899","1025.57","0.0","343","(Indie Publisher)","indie","4.92","2.99","294","13"
"genre fiction","Amazon Digital Services,  Inc.","662.7335","356.8565","1019.59","0.0","341","Montlake Romance","amazon","4.19","2.99","295","717"
"fiction","Simon and Schuster Digital Sales Inc","203.918","203.918","1019.59","611.754","341","Simon & Schuster","big five","2.89","2.99","295","735"
"genre fiction","Penguin Group (USA) LLC","774.52","774.52","3872.6","2323.56","340","Putnam Adult","big five","3.49","11.39","296","1035"
"genre fiction","Amazon Digital Services,  Inc.","1096.303","590.317","1686.62","0.0","338","Montlake Romance","amazon","4.41","4.99","297","68"
"genre fiction","Amazon Digital Services,  Inc.","1089.816","586.824","1676.64","0.0","336","47North","amazon","4.17","4.99","298","106"
"genre fiction","HarperCollins Publishers","133.33","133.33","666.65","399.99","335","HarperCollins","big five","4.61","1.99","299","13"
"genre fiction","Random House LLC","524.144","524.144","2620.72","1572.432","328","Broadway Books","big five","4.12","7.99","303","1874"
"genre fiction","Penguin Group (USA) LLC","575.064","575.064","2875.32","1725.192","326","Berkley","big five","4.43","8.82","304","822"
"genre fiction","Amazon Digital Services,  Inc.","390.222","910.518","1300.74","0.0","326","(Indie Publisher)","indie","4.67","3.99","304","448"
"fiction","HarperCollins Publishers","551.85","551.85","2759.25","1655.55","325","Harper","big five","4.3","8.49","305","869"
"genre fiction","Simon and Schuster Digital Sales Inc","322.354","322.354","1611.77","967.062","323","Margaret K. McElderry Books","big five","4.64","4.99","306","1481"
"genre fiction","Penguin Group (USA) LLC","493.698","493.698","2468.49","1481.094","321","Razorbill","big five","4.6","7.69","307","311"
"genre fiction","Amazon Digital Services,  Inc.","285.246","665.574","950.82","0.0","318","(Indie Publisher)","indie","4.9","2.99","309","22"
"genre fiction","Amazon Digital Services,  Inc.","473.052","1103.788","1576.84","0.0","316","(Indie Publisher)","indie","0.0","4.99","310","0"
"nonfiction","Random House LLC","408.87","408.87","2044.35","1226.61","315","Knopf","big five","4.41","6.49","311","2091"
"nonfiction","Random House LLC","374.974","374.974","1874.87","1124.922","313","Spiegel & Grau","big five","3.99","5.99","312","1483"
"genre fiction","Amazon Digital Services,  Inc.","61.578","61.578","307.89","184.734","311","(Single-Author Publisher)","single author","4.47","0.99","313","42"
"genre fiction","Amazon Digital Services,  Inc.","199.485","107.415","306.9","0.0","310","(Indie Publisher)","indie","4.0","0.99","314","22"
"genre fiction","Amazon Digital Services,  Inc.","123.38","123.38","616.9","370.14","310","(Small or Medium Publisher)","small/medium","4.33","1.99","314","101"
"genre fiction","Hachette Book Group","492.184","492.184","2460.92","1476.552","308","Little, Brown and Company","big five","4.35","7.99","315","885"
"nonfiction","Penguin Group (USA) LLC","430.584","430.584","2152.92","1291.752","308","Gotham Books","big five","4.64","6.99","315","848"
"genre fiction","Penguin Group (USA) LLC","2065.46","2065.46","10327.3","6196.38","305","Razorbill","big five","4.78","33.86","317","19"
"nonfiction","Amazon Digital Services,  Inc.","389.3435","209.6465","598.99","0.0","301","(Indie Publisher)","indie","4.73","1.99","319","15"
"genre fiction","Random House LLC","297.404","297.404","1487.02","892.212","298","Dell","big five","4.4","4.99","321","3474"
"genre fiction","Amazon Digital Services,  Inc.","267.306","623.714","891.02","0.0","298","(Indie Publisher)","indie","4.3","2.99","321","33"
"genre fiction","Amazon Digital Services,  Inc.","354.312","826.728","1181.04","0.0","296","(Indie Publisher)","indie","4.77","3.99","322","255"
"nonfiction","Amazon Digital Services,  Inc.","177.008","177.008","885.04","531.024","296","(Single-Author Publisher)","single author","5.0","2.99","322","1"
"genre fiction","HarperCollins Publishers","354.59","354.59","1772.95","1063.77","295","Avon","big five","4.42","6.01","323","64"
"genre fiction","Amazon Digital Services,  Inc.","189.8325","102.2175","292.05","0.0","295","(Indie Publisher)","indie","4.09","0.99","323","40"
"genre fiction","Amazon Digital Services,  Inc.","188.5455","101.5245","290.07","0.0","293","(Indie Publisher)","indie","4.59","0.99","324","71"
"nonfiction","HarperCollins Christian Publishing","57.618","57.618","288.09","172.854","291","Thomas Nelson","big five","4.5","0.99","325","28"
"genre fiction","Hachette Book Group","738.92","738.92","3694.6","2216.76","290","Grand Central Publishing","big five","0.0","12.74","326","0"
"genre fiction","Amazon Digital Services,  Inc.","229.824","229.824","1149.12","689.472","288","(Small or Medium Publisher)","small/medium","4.52","3.99","327","544"
"genre fiction","Simon and Schuster Digital Sales Inc","341.43","341.43","1707.15","1024.29","285","Pocket Books","big five","4.44","5.99","329","725"
"genre fiction","Amazon Digital Services,  Inc.","277.875","149.625","427.5","0.0","285","(Indie Publisher)","indie","4.13","1.5","329","23"
"genre fiction","Hachette Book Group","414.312","414.312","2071.56","1242.936","283","Little, Brown and Company","big five","4.36","7.32","330","2291"
