"State","Year","Population.12-17","Population.18-25","Population.26+","Totals.Alcohol.Use Disorder Past Year.12-17","Totals.Alcohol.Use Disorder Past Year.18-25","Totals.Alcohol.Use Disorder Past Year.26+","Rates.Alcohol.Use Disorder Past Year.12-17","Rates.Alcohol.Use Disorder Past Year.18-25","Rates.Alcohol.Use Disorder Past Year.26+","Totals.Alcohol.Use Past Month.12-17","Totals.Alcohol.Use Past Month.18-25","Totals.Alcohol.Use Past Month.26+","Rates.Alcohol.Use Past Month.12-17","Rates.Alcohol.Use Past Month.18-25","Rates.Alcohol.Use Past Month.26+","Totals.Tobacco.Cigarette Past Month.12-17","Totals.Tobacco.Cigarette Past Month.18-25","Totals.Tobacco.Cigarette Past Month.26+","Rates.Tobacco.Cigarette Past Month.12-17","Rates.Tobacco.Cigarette Past Month.18-25","Rates.Tobacco.Cigarette Past Month.26+","Totals.Illicit Drugs.Cocaine Used Past Year.12-17","Totals.Illicit Drugs.Cocaine Used Past Year.18-25","Totals.Illicit Drugs.Cocaine Used Past Year.26+","Rates.Illicit Drugs.Cocaine Used Past Year.12-17","Rates.Illicit Drugs.Cocaine Used Past Year.18-25","Rates.Illicit Drugs.Cocaine Used Past Year.26+","Totals.Marijuana.New Users.12-17","Totals.Marijuana.New Users.18-25","Totals.Marijuana.New Users.26+","Rates.Marijuana.New Users.12-17","Rates.Marijuana.New Users.18-25","Rates.Marijuana.New Users.26+","Totals.Marijuana.Used Past Month.12-17","Totals.Marijuana.Used Past Month.18-25","Totals.Marijuana.Used Past Month.26+","Rates.Marijuana.Used Past Month.12-17","Rates.Marijuana.Used Past Month.18-25","Rates.Marijuana.Used Past Month.26+","Totals.Marijuana.Used Past Year.12-17","Totals.Marijuana.Used Past Year.18-25","Totals.Marijuana.Used Past Year.26+","Rates.Marijuana.Used Past Year.12-17","Rates.Marijuana.Used Past Year.18-25","Rates.Marijuana.Used Past Year.26+","Totals.Tobacco.Use Past Month.12-17","Totals.Tobacco.Use Past Month.18-25","Totals.Tobacco.Use Past Month.26+","Rates.Tobacco.Use Past Month.12-17","Rates.Tobacco.Use Past Month.18-25","Rates.Tobacco.Use Past Month.26+"
"Hawaii","2003","100549","121734","791438","7","22","46","0.068888","0.178683","0.058412","17","73","405","0.164403","0.60308","0.511814","9","44","153","0.089556","0.359844","0.193869","1","7","10","0.012972","0.053682","0.012121","5","5","0","0.074496","0.076885","0.000553","10","20","36","0.097143","0.166165","0.045824","17","36","57","0.169883","0.293882","0.071927","12","47","172","0.123858","0.386069","0.217209"
"Idaho","2003","127839","168848","815805","9","28","52","0.072771","0.164014","0.06365","22","95","414","0.172111","0.560028","0.50806","15","67","169","0.118159","0.399036","0.206719","2","8","9","0.018538","0.049131","0.011189","7","5","1","0.065401","0.058319","0.001806","9","19","25","0.07293","0.11263","0.031254","18","39","45","0.142118","0.231887","0.055047","19","74","206","0.145137","0.440388","0.252746"
"Illinois","2003","1089901","1400520","7863343","66","290","563","0.060232","0.207046","0.071647","191","920","4390","0.175495","0.656824","0.558261","121","612","2075","0.110573","0.437262","0.263918","16","87","150","0.014291","0.061964","0.019105","59","45","5","0.061566","0.06527","0.001245","69","233","292","0.063355","0.166403","0.037179","150","393","541","0.13764","0.280394","0.068792","145","671","2436","0.133493","0.479312","0.309798"
"Indiana","2003","546518","711380","3816240","31","128","223","0.056391","0.179956","0.058508","89","436","1878","0.162039","0.612815","0.492214","69","302","1020","0.125863","0.424795","0.267251","10","48","64","0.017456","0.066841","0.016692","27","23","4","0.057637","0.073332","0.001609","42","105","139","0.076125","0.146987","0.036302","74","204","249","0.135516","0.286406","0.065226","79","343","1218","0.144536","0.481957","0.319188"
"Iowa","2003","243608","354296","1860596","18","83","131","0.073137","0.233338","0.070658","48","252","1028","0.195953","0.712631","0.552562","32","156","479","0.132131","0.440892","0.257512","4","22","28","0.016858","0.062853","0.015106","12","14","1","0.052555","0.075162","0.001289","16","46","54","0.063757","0.130912","0.028953","30","96","105","0.121457","0.27063","0.056458","36","179","563","0.147","0.506389","0.30249"
"Kansas","2003","237856","324390","1655732","17","67","97","0.071276","0.206721","0.058403","46","214","816","0.194739","0.660288","0.492952","35","139","444","0.148887","0.42896","0.267896","4","20","22","0.015529","0.061717","0.013026","13","12","1","0.060363","0.077109","0.001411","18","44","49","0.076294","0.136021","0.029683","33","78","93","0.13837","0.239584","0.055971","41","162","539","0.173381","0.498929","0.325336"
"Kentucky","2003","336908","453011","2611452","18","64","137","0.054279","0.140969","0.052647","66","260","1054","0.195293","0.573879","0.403636","63","221","849","0.18823","0.48701","0.325144","6","30","48","0.016738","0.067116","0.018421","20","12","2","0.07309","0.053928","0.001616","29","70","120","0.087537","0.154658","0.045829","54","111","195","0.160809","0.245667","0.074833","82","254","992","0.243006","0.560782","0.379716"
"Louisiana","2003","403315","543941","2685275","24","86","176","0.059615","0.15887","0.06569","74","324","1276","0.184191","0.595772","0.475079","52","221","767","0.127903","0.406149","0.285571","6","31","53","0.013654","0.05738","0.019797","21","18","2","0.058623","0.062845","0.001285","26","81","84","0.064466","0.149076","0.031175","50","128","146","0.123636","0.235769","0.05453","60","247","880","0.147618","0.453873","0.327681"
"Maine","2003","109954","134241","875886","7","24","54","0.064795","0.177938","0.061535","19","86","452","0.17409","0.638077","0.515779","15","61","221","0.138655","0.457344","0.252185","2","13","14","0.020315","0.096062","0.015553","6","5","1","0.072125","0.089526","0.001512","13","32","47","0.116931","0.240029","0.05421","20","49","70","0.183212","0.368605","0.079638","17","69","273","0.153424","0.511332","0.311171"
"Maryland","2003","485901","556047","3492188","25","94","216","0.051009","0.168248","0.06186","79","356","1909","0.16187","0.640565","0.54679","51","197","795","0.10543","0.354958","0.227753","6","32","63","0.012128","0.057207","0.017969","27","18","2","0.063718","0.065503","0.001174","36","100","113","0.07422","0.180508","0.03242","73","166","228","0.150635","0.298567","0.065239","59","233","921","0.121713","0.418657","0.26382"
"Massachusetts","2003","512838","676402","4189790","34","134","287","0.065844","0.198341","0.068437","112","478","2690","0.218073","0.707125","0.64212","55","273","850","0.107102","0.403266","0.202818","9","57","82","0.017098","0.083915","0.019681","29","22","3","0.072817","0.079163","0.001563","53","177","239","0.102753","0.261292","0.057023","92","258","414","0.179881","0.380997","0.098697","70","308","1025","0.137176","0.455082","0.244559"
"Michigan","2003","902553","1108787","6328980","54","191","385","0.060237","0.172448","0.06076","164","733","3487","0.182149","0.660801","0.550999","121","490","1710","0.133842","0.441521","0.270232","14","70","125","0.01566","0.063244","0.019788","51","38","5","0.066869","0.074183","0.001517","79","211","313","0.087733","0.189878","0.049494","146","356","550","0.161733","0.320783","0.086833","140","539","2009","0.154904","0.486272","0.317364"
"Minnesota","2003","442828","587599","3185052","30","121","220","0.067087","0.20574","0.068953","82","406","1938","0.185624","0.690293","0.608333","58","275","720","0.131678","0.467915","0.226031","8","38","46","0.018719","0.063848","0.01431","24","20","3","0.06439","0.070807","0.001531","36","95","127","0.08081","0.161686","0.039921","73","169","231","0.164205","0.287126","0.072379","71","295","907","0.161374","0.501549","0.284617"
"Mississippi","2003","256982","349332","1720516","10","47","92","0.040312","0.134545","0.053524","35","177","643","0.137503","0.507433","0.373632","32","145","476","0.124436","0.415668","0.276403","3","15","28","0.012234","0.044085","0.016389","11","12","2","0.043881","0.057561","0.001234","14","38","46","0.056121","0.10953","0.026669","26","71","86","0.102831","0.201818","0.049739","39","168","580","0.153381","0.481828","0.337027"
"Missouri","2003","490972","642988","3583670","35","125","264","0.070962","0.193884","0.073638","99","410","1841","0.201995","0.637907","0.513631","84","293","1068","0.171385","0.454963","0.297916","10","48","65","0.019915","0.073878","0.018273","28","22","4","0.06897","0.076177","0.001723","40","106","155","0.08173","0.164714","0.043285","82","193","288","0.167364","0.299701","0.080366","100","327","1275","0.20329","0.507821","0.355736"
"Montana","2003","79960","106615","588167","8","24","44","0.103923","0.224345","0.074478","18","76","339","0.22997","0.714956","0.576243","12","45","145","0.154129","0.42449","0.246233","1","7","9","0.018694","0.066513","0.015313","5","4","0","0.086342","0.089269","0.001511","8","21","32","0.100044","0.201614","0.054534","16","36","47","0.198434","0.336957","0.080545","17","57","189","0.210296","0.530326","0.321993"
"Nebraska","2003","150669","208757","1065283","12","47","74","0.081821","0.222919","0.069239","30","149","611","0.200955","0.711813","0.57319","21","90","234","0.136424","0.432083","0.220077","2","13","14","0.016427","0.060937","0.013529","8","7","1","0.061677","0.062505","0.001415","11","30","34","0.073885","0.143892","0.032371","21","51","66","0.136142","0.242177","0.061845","24","101","293","0.161352","0.481728","0.274905"
"Nevada","2003","192336","228424","1437719","13","41","99","0.066876","0.180282","0.068791","33","129","711","0.174098","0.562625","0.494352","21","83","390","0.110135","0.361575","0.271082","3","14","20","0.015123","0.060195","0.013733","11","6","1","0.068309","0.053245","0.001378","15","35","65","0.078151","0.15239","0.044945","33","59","105","0.171134","0.256754","0.072746","26","97","441","0.134915","0.423571","0.307004"
"New Hampshire","2003","114731","134285","839848","7","28","50","0.062258","0.207036","0.059231","25","99","532","0.21567","0.733647","0.633014","15","55","198","0.127329","0.410428","0.236199","2","13","16","0.020507","0.09734","0.018484","7","5","1","0.074487","0.09983","0.001536","12","32","50","0.103086","0.241357","0.060094","21","53","85","0.181781","0.397806","0.101124","18","65","242","0.155806","0.482125","0.287754"
"New Jersey","2003","733853","816302","5595385","41","125","298","0.055589","0.152665","0.053259","138","521","3147","0.188221","0.637892","0.562411","86","310","1226","0.117025","0.380154","0.219029","11","48","86","0.014527","0.058683","0.015305","41","27","4","0.06099","0.059783","0.001067","51","144","162","0.069495","0.176135","0.029026","97","236","290","0.132427","0.289583","0.051743","103","346","1340","0.140126","0.424189","0.23951"
"New Mexico","2003","175489","218107","1142829","14","46","91","0.080395","0.210921","0.079368","36","130","560","0.20331","0.596785","0.490229","23","82","258","0.130104","0.377773","0.225807","5","21","22","0.027672","0.097727","0.019345","11","6","1","0.087619","0.073159","0.001223","21","46","66","0.119052","0.21102","0.057905","35","73","96","0.19883","0.33515","0.08386","29","97","315","0.167889","0.4428","0.275789"
"New York","2003","1571709","2047533","12344264","86","323","661","0.054891","0.157617","0.053577","299","1313","6910","0.19007","0.641408","0.559801","174","817","2976","0.110404","0.399055","0.241084","22","156","225","0.013863","0.07601","0.018262","86","77","9","0.062796","0.076523","0.001218","133","439","613","0.08462","0.214597","0.049672","235","678","970","0.149474","0.330986","0.078614","196","881","3379","0.124926","0.430314","0.273728"
"North Carolina","2003","701982","889092","5275688","32","124","255","0.044956","0.139356","0.048322","105","482","2214","0.149474","0.5425","0.419666","100","395","1368","0.141848","0.444646","0.259266","9","44","83","0.01236","0.048985","0.015661","39","28","4","0.064133","0.061962","0.001315","52","136","198","0.07391","0.153329","0.037514","102","227","321","0.145424","0.25532","0.060847","121","426","1800","0.17203","0.479412","0.341254"
"North Dakota","2003","52643","82943","392000","5","23","28","0.091496","0.272941","0.071286","12","63","238","0.233857","0.756124","0.607165","9","36","100","0.168212","0.434709","0.256189","1","5","4","0.017942","0.0556","0.011194","3","3","0","0.067481","0.081808","0.001235","4","12","14","0.074929","0.147169","0.034547","8","24","21","0.161132","0.28934","0.05355","11","41","124","0.206885","0.49627","0.316839"
"Ohio","2003","983181","1251526","7227097","55","215","420","0.056105","0.171993","0.058115","170","795","3901","0.172421","0.635106","0.539708","139","555","2073","0.141312","0.443208","0.286905","13","75","114","0.013251","0.05986","0.01573","53","45","6","0.06247","0.074386","0.001408","81","208","289","0.08212","0.166232","0.039946","141","348","468","0.143339","0.278144","0.064721","166","627","2486","0.168552","0.500881","0.343989"
"Oklahoma","2003","296942","415680","2144532","20","72","120","0.068094","0.173486","0.055878","52","246","919","0.17396","0.591356","0.428716","46","195","638","0.156468","0.46882","0.297536","5","27","27","0.017478","0.064782","0.01274","15","13","2","0.05907","0.062401","0.001335","23","65","72","0.077585","0.157034","0.033586","48","107","126","0.161445","0.258602","0.058793","55","223","745","0.185022","0.536814","0.347447"
"Oregon","2003","297247","392447","2296726","19","72","155","0.06541","0.184138","0.067558","56","262","1313","0.187788","0.667726","0.571727","35","154","541","0.116298","0.393018","0.235533","5","26","35","0.017157","0.066042","0.015308","17","11","2","0.069537","0.064371","0.001657","29","83","128","0.097435","0.210715","0.055796","54","134","205","0.181875","0.34165","0.089382","44","179","640","0.147403","0.45566","0.278687"
"Pennsylvania","2003","1034227","1315867","8027780","58","251","475","0.056337","0.190684","0.059205","184","856","4379","0.177508","0.650398","0.54543","142","586","2086","0.137318","0.445272","0.259866","17","95","160","0.016775","0.072473","0.019975","57","48","6","0.063284","0.075216","0.001268","80","233","310","0.077523","0.177426","0.038676","149","405","539","0.143938","0.30761","0.067116","164","656","2559","0.158489","0.498761","0.318722"
"Rhode Island","2003","87330","127440","690482","6","28","53","0.068887","0.218302","0.076816","18","94","437","0.202576","0.736924","0.632518","11","51","173","0.130895","0.404036","0.251229","2","14","16","0.019328","0.10877","0.023654","5","4","1","0.073838","0.084438","0.001566","10","32","41","0.10965","0.254231","0.059219","16","52","66","0.186754","0.410511","0.095516","14","58","203","0.155801","0.454453","0.293567"
"South Carolina","2003","356468","460716","2594007","19","81","183","0.051969","0.175124","0.070508","51","273","1168","0.144041","0.591945","0.450438","43","197","678","0.120916","0.428538","0.261537","7","30","46","0.019457","0.065493","0.017775","20","18","2","0.062303","0.081715","0.001274","24","72","101","0.067279","0.155301","0.038782","50","118","172","0.139056","0.257092","0.066456","54","224","802","0.151163","0.485853","0.309004"
"South Dakota","2003","68362","93146","464319","7","23","35","0.096749","0.242474","0.074805","16","67","276","0.233748","0.722977","0.593387","12","46","131","0.172673","0.495562","0.281772","1","5","5","0.018187","0.055313","0.011427","4","4","0","0.072401","0.078177","0.001284","5","12","14","0.069036","0.12931","0.029924","11","23","26","0.156272","0.250226","0.055244","15","52","154","0.212527","0.560208","0.332567"
"Tennessee","2003","475614","636601","3743398","22","86","199","0.046901","0.135719","0.053096","67","322","1438","0.14084","0.505983","0.384253","64","245","1052","0.133623","0.384945","0.28098","7","34","62","0.015571","0.054156","0.01643","23","18","3","0.053597","0.051811","0.001434","29","82","134","0.061429","0.128083","0.035764","61","139","211","0.127694","0.217695","0.056239","77","288","1236","0.161416","0.45271","0.330067"
"Texas","2003","2038642","2577160","12992311","113","405","774","0.055423","0.157064","0.05961","340","1430","6465","0.166871","0.554831","0.497565","228","977","3401","0.111664","0.378962","0.26178","50","158","216","0.024457","0.06139","0.016632","102","75","11","0.057748","0.050731","0.001263","122","325","379","0.059671","0.126078","0.029156","272","559","664","0.133265","0.216891","0.051079","264","1081","3967","0.129632","0.419642","0.305341"
"Utah","2003","229590","356134","1248593","11","41","64","0.046687","0.11567","0.05148","26","124","387","0.112817","0.348467","0.310155","16","91","217","0.068087","0.25467","0.174127","3","18","18","0.013712","0.050268","0.014691","9","10","1","0.04157","0.042279","0.001859","11","34","32","0.047351","0.096118","0.025912","24","67","56","0.104829","0.187778","0.044467","20","92","257","0.086903","0.259568","0.205568"
"Vermont","2003","53561","70579","408025","3","14","25","0.064629","0.201045","0.060237","11","50","248","0.199495","0.711052","0.608065","8","33","94","0.142305","0.463318","0.231275","1","7","7","0.021168","0.102593","0.016116","4","3","0","0.088156","0.104655","0.001546","6","19","23","0.111069","0.263493","0.057314","11","31","38","0.197971","0.433338","0.09367","9","37","114","0.174278","0.524394","0.278854"
"Virginia","2003","617003","757538","4614672","33","136","263","0.053556","0.179704","0.057001","97","487","2425","0.157544","0.642833","0.525515","74","326","1120","0.119879","0.429898","0.242799","8","45","89","0.013387","0.059707","0.019198","29","29","3","0.053038","0.084983","0.001275","42","122","159","0.067629","0.161315","0.034386","79","231","275","0.128089","0.305355","0.059572","83","362","1344","0.133735","0.478466","0.291278"
"Washington","2003","527419","676016","3890656","34","128","263","0.065355","0.189428","0.067597","95","418","2368","0.180663","0.618951","0.608745","56","273","881","0.106933","0.403654","0.226542","10","52","53","0.018052","0.077143","0.013615","29","21","3","0.064707","0.068182","0.001442","42","117","165","0.079838","0.172785","0.042504","83","200","310","0.157269","0.295408","0.079679","69","297","1029","0.131668","0.439667","0.264581"
