"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"2010","Armenia","ARM","24485627904.0","2877314","2.21","0.77","0.288","0.004","2.953","1.008","0.0","0.0","4.253","0.02","0.0","0.05","0.01","0.0","0.01"
"2011","Armenia","ARM","24860479488.0","2876536","2.21","0.8","0.264","0.007","3.756","0.942","0.0","8.881784197001252e-16","4.969","0.02","0.0","0.06","0.01","0.0","0.01"
"2012","Armenia","ARM","26635751424.0","2884239","2.27","0.96","0.278","0.007","4.565","0.898","0.0","8.881784197001252e-16","5.748","0.02","0.0","0.07","0.01","0.0","0.02"
"2013","Armenia","ARM","27513477120.0","2897593","2.36","1.02","0.259","0.004","4.419","0.854","0.0","0.0","5.535","0.02","0.0","0.07","0.01","0.0","0.02"
"2014","Armenia","ARM","28507138048.0","2912403","2.41","0.98","0.244","0.004","4.493","0.864","0.0","0.0","5.604","0.02","0.0","0.07","0.01","0.0","0.02"
"2015","Armenia","ARM","29365307392.0","2925559","2.47","1.09","0.241","0.004","4.427","0.798","0.0","0.0","5.469","0.02","0.0","0.07","0.01","0.0","0.02"
"2016","Armenia","ARM","29426933760.0","2936147","2.49","1.62","0.154","0.004","4.239","0.807","0.0","0.0","5.203","0.01","0.0","0.06","0.01","0.0","0.01"
"2017","Armenia","ARM","31639250944.0","2944789","2.43","1.22","0.205","0.004","4.459","0.868","0.0","0.001000000000000334","5.537","0.01","0.0","0.06","0.01","0.0","0.02"
"2018","Armenia","ARM","33296515072.0","2951741","2.35","1.17","0.315","0.004","4.679","0.828","0.0","0.0","5.826","0.02","0.0","0.06","0.01","0.0","0.02"
"1992","Australia","AUS","477843226624.0","17402180","138.9","78.2","2.942","151.004","34.186","88.475","7.35","2.375","286.332","0.55","1.79","0.86","0.96","3.1","1.27"
"1993","Australia","AUS","500840595456.0","17603210","137.46","77.92","3.03","151.373","35.973","91.155","7.197","2.597000000000037","291.325","0.55","1.77","0.88","0.99","3.08","1.28"
"1994","Australia","AUS","527346171904.0","17798526","138.45","77.71","3.56","154.669","37.837","93.923","7.03","3.0650000000000546","300.084","0.6","1.8","0.92","1.02","2.97","1.31"
"1995","Australia","AUS","549172871168.0","17993082","137.05","77.5","3.391","157.261","40.225","97.078","7.131","2.937000000000012","308.023","0.54","1.78","0.95","1.04","3.03","1.31"
"1996","Australia","AUS","574551425024.0","18189274","131.56","71.87","3.29","162.662","40.332","100.104","6.858","3.085999999999956","316.332","0.51","1.8","0.92","1.04","2.89","1.31"
"1997","Australia","AUS","600621056000.0","18387206","134.08","71.78","3.252","171.244","41.95","100.485","6.83","3.3490000000000464","327.11","0.49","1.9","0.95","1.03","2.81","1.35"
"1998","Australia","AUS","634305052672.0","18587028","136.0","75.55","3.524","180.054","44.09","100.518","6.996","3.5149999999999864","338.697","0.54","2.06","0.98","1.02","3.02","1.4"
"1999","Australia","AUS","664206835712.0","18788188","152.62","93.1","3.552","184.875","45.961","101.308","7.23","3.672999999999945","346.599","0.52","2.13","0.99","1.01","3.23","1.41"
"2000","Australia","AUS","691886620672.0","18991434","158.25","99.5","3.643","186.942","46.885","102.976","8.003","3.3710000000000377","351.82","0.51","2.07","0.99","1.0","2.97","1.39"
"2001","Australia","AUS","713625763840.0","19194676","167.17","109.86","3.574","191.835","49.769","103.536","8.248","3.492999999999995","360.455","0.48","2.12","1.04","1.0","3.03","1.42"
"2002","Australia","AUS","746683498496.0","19401366","161.55","103.77","3.541","194.077","51.353","106.127","8.131","3.8839999999999577","367.113","0.45","2.05","1.04","1.02","2.83","1.41"
"2003","Australia","AUS","773868617728.0","19624162","123.59","65.19","3.622","197.462","50.233","110.743","7.236","3.937000000000012","373.233","0.43","1.93","0.99","1.04","2.51","1.36"
"2004","Australia","AUS","809419735040.0","19879654","140.73","85.42","3.591","204.293","53.059","114.938","6.93","3.954999999999984","386.766","0.4","1.87","1.01","1.04","2.23","1.35"
"2005","Australia","AUS","840554577920.0","20178542","121.4","62.57","3.678","201.452","54.681","116.944","6.942","3.9049999999999727","387.602","0.38","1.74","1.01","1.05","2.09","1.31"
"2006","Australia","AUS","868838998016.0","20526300","142.45","84.75","3.937","206.942","56.509","118.868","7.137","3.901999999999987","397.295","0.38","1.69","1.02","1.06","2.14","1.3"
"2007","Australia","AUS","913875861504.0","20916340","137.7","77.96","3.994","204.714","61.4","120.161","7.549","4.108000000000004","401.926","0.36","1.6","1.08","1.07","2.17","1.28"
"2008","Australia","AUS","942108901376.0","21332292","120.7","61.63","3.915","207.416","62.615","123.968","7.583","4.155999999999949","409.653","0.34","1.57","1.07","1.11","2.09","1.28"
"2009","Australia","AUS","964937515008.0","21750852","125.88","66.88","3.775","203.142","62.222","120.643","7.854","3.685000000000059","401.321","0.32","1.55","1.08","1.1","2.14","1.27"
"2010","Australia","AUS","994067742720.0","22154688","115.16","54.38","3.544","200.253","64.172","124.384","8.179","4.00100000000009","404.533","0.28","1.43","1.03","1.1","2.23","1.21"
"2011","Australia","AUS","1026035417088.0","22538002","164.56","107.71","3.509","192.845","66.729","130.295","7.905","4.060999999999979","405.344","0.26","1.3","1.05","1.15","2.23","1.18"
"2012","Australia","AUS","1064162361344.0","22903952","163.4","107.36","3.488","187.515","67.124","132.536","8.217","3.786000000000058","402.666","0.25","1.25","1.03","1.15","2.25","1.15"
"2013","Australia","AUS","1087110184960.0","23254912","127.03","64.44","3.255","174.256","68.821","134.566","8.743","3.5299999999999727","393.171","0.23","1.16","1.05","1.16","2.36","1.11"
"2014","Australia","AUS","1117472423936.0","23596426","138.7","76.46","3.18","170.393","72.773","139.45","9.398","4.060000000000002","399.254","0.21","1.13","1.09","1.2","2.46","1.12"
"2015","Australia","AUS","1145386827776.0","23932498","134.8","72.5","3.09","174.961","72.362","137.945","10.877","4.043999999999983","403.279","0.21","1.19","1.07","1.16","2.92","1.14"
"2016","Australia","AUS","1176481300480.0","24262710","119.21","58.23","2.966","181.724","75.956","138.745","12.593","3.960999999999956","415.945","0.2","1.27","1.09","1.16","3.25","1.17"
"2017","Australia","AUS","1205343092736.0","24584620","141.83","80.04","3.02","176.972","76.405","139.585","14.869","3.8999999999999773","414.751","0.2","1.22","1.07","1.15","3.52","1.15"
"2018","Australia","AUS","1238559621120.0","24898152","141.41","77.69","2.946","169.64","79.77","142.785","16.954","3.905999999999949","416.001","0.19","1.15","1.07","1.17","4.11","1.14"
"1992","Austria","AUT","221400842240.0","7830938","11.65","4.78","2.105","14.386","12.511","30.152","0.12","0.9620000000000104","60.236","0.39","0.17","0.32","0.33","0.05","0.27"
"1993","Austria","AUT","223463030784.0","7892089","11.33","4.71","2.032","13.274","13.012","31.265","0.112","0.9660000000000011","60.661","0.37","0.16","0.32","0.34","0.05","0.27"
"1994","Austria","AUT","229749260288.0","7947215","10.93","4.67","2.102","13.456","13.644","30.714","0.128","0.9900000000000091","61.034","0.35","0.16","0.33","0.33","0.05","0.27"
"1995","Austria","AUT","236824444928.0","7990113","10.45","4.65","1.631","15.423","14.887","30.852","0.127","1.0909999999999869","64.011","0.26","0.17","0.35","0.33","0.05","0.27"
"1996","Austria","AUT","243480772608.0","8017852","10.27","4.76","1.634","15.068","15.784","33.777","0.071","1.0210000000000008","67.355","0.26","0.17","0.36","0.35","0.03","0.28"
"1997","Austria","AUT","249847267328.0","8032873","9.95","4.69","1.761","16.156","15.289","32.852","0.121","1.0730000000000075","67.252","0.27","0.18","0.35","0.34","0.05","0.28"
"1998","Austria","AUT","259776266240.0","8041054","9.67","4.7","1.599","13.706","15.706","34.66","0.142","1.073999999999998","66.887","0.24","0.16","0.35","0.35","0.06","0.28"
"1999","Austria","AUT","270186299392.0","8051116","9.54","4.7","1.607","13.875","16.091","32.833","0.171","1.0629999999999882","65.64","0.23","0.16","0.35","0.33","0.08","0.27"
"2000","Austria","AUT","280410161152.0","8069276","9.28","4.66","1.712","15.753","15.255","32.163","0.165","1.090999999999994","66.139","0.24","0.17","0.32","0.31","0.06","0.26"
"2001","Austria","AUT","285335945216.0","8097755","9.17","4.55","1.72","16.564","16.147","34.411","0.183","1.11399999999999","70.139","0.23","0.18","0.34","0.33","0.07","0.28"
"2002","Austria","AUT","291225468928.0","8134403","9.05","4.47","1.736","16.737","16.06","36.057","0.167","1.1859999999999928","71.943","0.22","0.18","0.33","0.35","0.06","0.28"
"2003","Austria","AUT","294604374016.0","8175855","8.9","4.48","1.754","18.023","17.258","39.082","0.184","1.1499999999999915","77.451","0.21","0.18","0.34","0.37","0.06","0.28"
"2004","Austria","AUT","303786426368.0","8216809","8.81","3.93","1.79","17.766","17.652","39.1","0.165","1.1949999999999932","77.668","0.2","0.16","0.34","0.35","0.05","0.27"
"2005","Austria","AUT","311537598464.0","8253656","8.63","3.97","1.797","17.862","18.691","39.393","0.16","1.1650000000000063","79.068","0.19","0.15","0.35","0.35","0.05","0.27"
"2006","Austria","AUT","323263922176.0","8285344","8.49","3.96","1.954","17.865","17.487","38.132","0.18","1.1780000000000115","76.796","0.19","0.15","0.32","0.34","0.05","0.25"
"2007","Austria","AUT","336315973632.0","8313731","8.33","3.87","2.131","17.455","16.486","36.624","0.185","1.215999999999994","74.097","0.19","0.14","0.29","0.33","0.05","0.24"
"2008","Austria","AUT","342890905600.0","8341525","8.25","4.0","2.133","17.028","17.426","35.481","0.162","1.2419999999999902","73.472","0.19","0.13","0.3","0.32","0.04","0.23"
"2009","Austria","AUT","331192238080.0","8372658","8.07","3.77","1.799","12.833","17.026","34.417","0.205","1.0109999999999957","67.291","0.15","0.1","0.3","0.31","0.06","0.21"
"2010","Austria","AUT","338927091712.0","8409945","8.11","3.78","1.622","15.501","18.77","34.801","0.184","1.1219999999999999","72.0","0.13","0.11","0.3","0.31","0.05","0.22"
"2011","Austria","AUT","349843128320.0","8453501","7.92","3.78","1.666","15.819","17.722","33.29","0.18","1.211999999999989","69.889","0.12","0.11","0.28","0.29","0.05","0.2"
"2012","Austria","AUT","352450904064.0","8502230","7.77","3.83","1.673","14.687","16.937","32.649","0.184","1.1330000000000098","67.263","0.12","0.1","0.26","0.28","0.05","0.19"
"2013","Austria","AUT","352913752064.0","8556191","7.63","3.85","1.656","14.96","16.324","33.468","0.191","1.1599999999999824","67.759","0.12","0.1","0.25","0.29","0.05","0.19"
"2014","Austria","AUT","355364634624.0","8615205","7.44","3.93","1.639","13.802","14.938","32.433","0.169","1.1799999999999997","64.161","0.11","0.09","0.22","0.28","0.04","0.18"
"2015","Austria","AUT","358988120064.0","8678667","7.39","3.95","1.701","14.373","15.959","33.01","0.162","1.1470000000000056","66.352","0.12","0.1","0.24","0.28","0.04","0.19"
"2016","Austria","AUT","364218286080.0","8747306","7.31","3.96","1.729","13.335","16.729","34.123","0.131","1.1680000000000064","67.215","0.12","0.09","0.24","0.29","0.03","0.19"
"2017","Austria","AUT","373237972992.0","8819902","7.27","3.89","1.71","14.023","17.966","34.561","0.138","1.2010000000000076","69.599","0.11","0.1","0.25","0.28","0.03","0.19"
"2018","Austria","AUT","382269456384.0","8891383","7.04","3.83","1.827","12.292","17.011","34.105","0.127","1.203000000000003","66.565","0.12","0.08","0.23","0.28","0.03","0.18"
"1992","Azerbaijan","AZE","41795272704.0","7471924","16.05","2.65","0.379","0.066","22.6","31.225","1.905","0.0","56.174","0.07","0.0","0.57","0.34","0.8","0.25"
"1993","Azerbaijan","AZE","32486443008.0","7581754","11.22","2.41","0.294","0.011","17.283","30.818","0.0","0.0","48.406","0.05","0.0","0.42","0.34","0.0","0.21"
"1994","Azerbaijan","AZE","26372110336.0","7683704","6.56","2.27","0.237","0.004","16.671","25.032","0.0","0.0","41.944","0.04","0.0","0.41","0.27","0.0","0.18"
"1995","Azerbaijan","AZE","23188279296.0","7775418","6.68","2.26","0.103","0.015","13.308","19.885","0.0","0.0","33.309","0.02","0.0","0.32","0.21","0.0","0.14"
"1996","Azerbaijan","AZE","24026394624.0","7855558","6.47","2.17","0.12","0.015","11.737","19.37","0.0","0.0","31.242","0.02","0.0","0.27","0.2","0.0","0.13"
"1997","Azerbaijan","AZE","26436927488.0","7925668","6.56","2.28","0.175","0.015","11.062","18.551","0.0","0.0","29.802","0.03","0.0","0.25","0.19","0.0","0.12"
"1998","Azerbaijan","AZE","28328464384.0","7989903","6.91","2.32","0.115","0.004","10.599","20.948","0.0","0.0","31.666","0.02","0.0","0.24","0.21","0.0","0.13"
"1999","Azerbaijan","AZE","31898568704.0","8054126","7.44","2.36","0.104","0.0","11.688","16.777","0.0","0.0009999999999976694","28.57","0.02","0.0","0.25","0.17","0.0","0.12"
"2000","Azerbaijan","AZE","34255695872.0","8122743","7.58","2.4","0.121","0.0","11.421","17.965","0.0","0.0","29.506","0.02","0.0","0.24","0.17","0.0","0.12"
"2001","Azerbaijan","AZE","36862193664.0","8197295","8.09","2.58","0.304","0.0","16.576","11.278","0.634","0.0","28.791","0.04","0.0","0.35","0.11","0.23","0.11"
"2002","Azerbaijan","AZE","40295239680.0","8277065","8.22","2.7","0.472","0.0","16.622","11.287","1.261","0.0","29.641","0.06","0.0","0.34","0.11","0.44","0.11"
"2003","Azerbaijan","AZE","44994662400.0","8361432","8.4","2.79","0.539","0.0","17.054","12.697","0.333","0.0010000000000012221","30.624","0.06","0.0","0.33","0.12","0.12","0.11"
"2004","Azerbaijan","AZE","50107478016.0","8448938","8.62","2.93","0.724","0.0","18.622","12.731","0.0","0.0","32.077","0.08","0.0","0.35","0.12","0.0","0.11"
"2005","Azerbaijan","AZE","64019197952.0","8538610","9.59","3.0","0.743","0.0","18.533","14.638","0.374","0.0","34.286","0.08","0.0","0.34","0.13","0.11","0.12"
"2006","Azerbaijan","AZE","87026458624.0","8630153","10.83","3.14","0.783","0.0","20.465","12.977","4.884","0.0","39.109","0.07","0.0","0.37","0.12","1.46","0.13"
"2007","Azerbaijan","AZE","109944250368.0","8724237","12.24","3.15","0.817","0.022","17.578","11.456","0.586","3.552713678800501e-15","30.459","0.07","0.0","0.31","0.1","0.17","0.1"
"2008","Azerbaijan","AZE","123129995264.0","8821869","13.55","3.35","0.77","0.015","20.738","10.607","3.32","0.0","35.45","0.07","0.0","0.35","0.09","0.92","0.11"
"2009","Azerbaijan","AZE","136020254720.0","8924383","13.94","3.39","0.621","0.015","18.789","9.241","3.191","0.0","31.856","0.05","0.0","0.33","0.08","0.87","0.1"
"2010","Azerbaijan","AZE","144296296448.0","9032465","14.02","3.36","0.617","0.022","17.968","8.695","3.331","0.0","30.633","0.05","0.0","0.29","0.08","0.91","0.09"
"2011","Azerbaijan","AZE","145979441152.0","9146277","13.75","3.46","0.465","0.018","19.026","10.264","3.203","0.0","32.976","0.03","0.0","0.3","0.09","0.9","0.1"
"2012","Azerbaijan","AZE","149144109056.0","9264684","14.01","3.57","0.658","0.015","19.833","11.641","2.902","0.0","35.048","0.05","0.0","0.3","0.1","0.8","0.1"
"2013","Azerbaijan","AZE","157789339648.0","9385467","14.32","3.62","0.722","0.011","19.936","12.066","2.481","0.0","35.215","0.05","0.0","0.3","0.1","0.67","0.1"
"2014","Azerbaijan","AZE","162216067072.0","9505616","14.27","3.71","0.925","0.007","21.2","11.633","3.21","7.105427357601002e-15","36.975","0.06","0.0","0.32","0.1","0.84","0.1"
"2015","Azerbaijan","AZE","163997089792.0","9622741","14.23","4.1","0.843","0.011","21.933","11.52","2.682","0.0","36.989","0.06","0.0","0.32","0.1","0.72","0.1"
"2016","Azerbaijan","AZE","157812359168.0","9736041","14.13","4.05","0.726","0.004","21.508","12.128","2.689","7.105427357601002e-15","37.055","0.05","0.0","0.31","0.1","0.69","0.1"
"2017","Azerbaijan","AZE","158055383040.0","9845316","13.87","3.96","0.929","0.004","20.892","12.48","2.426","0.0","36.73","0.06","0.0","0.29","0.1","0.57","0.1"
"2018","Azerbaijan","AZE","160426229760.0","9949537","14.22","4.27","1.083","0.004","21.284","11.809","2.667","7.105427357601002e-15","36.847","0.07","0.0","0.29","0.1","0.65","0.1"
"1992","Bangladesh","BGD","123425128448.0","107983712","67.23","17.58","0.075","0.322","9.607","5.375","0.0","0.0010000000000029985","15.38","0.01","0.0","0.24","0.06","0.0","0.07"
"1993","Bangladesh","BGD","129907343360.0","110350640","67.55","17.96","0.073","0.121","10.391","5.478","0.0","0.0","16.063","0.01","0.0","0.26","0.06","0.0","0.07"
"1994","Bangladesh","BGD","137432670208.0","112737688","68.52","18.62","0.072","0.099","11.474","5.893","0.0","0.0","17.538","0.01","0.0","0.28","0.06","0.0","0.08"
"1995","Bangladesh","BGD","145833066496.0","115169928","69.38","19.9","0.069","1.22","13.029","6.723","0.0","0.0010000000000047748","21.042","0.01","0.01","0.31","0.07","0.0","0.09"
"1996","Bangladesh","BGD","155028881408.0","117649928","69.11","20.41","0.154","0.678","13.498","7.163","0.0","0.0","21.493","0.02","0.01","0.31","0.07","0.0","0.09"
"1997","Bangladesh","BGD","165329633280.0","120160568","69.66","19.94","0.229","1.227","13.262","8.408","0.0","0.0","23.126","0.03","0.01","0.3","0.09","0.0","0.1"
"1998","Bangladesh","BGD","175900622848.0","122682824","69.33","19.97","0.269","0.352","14.325","8.253","0.0","0.0","23.198","0.04","0.0","0.32","0.08","0.0","0.1"
"1999","Bangladesh","BGD","187796340736.0","125189656","71.47","21.22","0.431","0.176","15.616","8.852","0.0","0.0","25.075","0.06","0.0","0.34","0.09","0.0","0.1"
"2000","Bangladesh","BGD","200830320640.0","127657856","72.19","21.38","0.704","1.253","16.88","7.687","0.0","0.0009999999999976694","26.525","0.1","0.01","0.36","0.07","0.0","0.11"
"2001","Bangladesh","BGD","213178122240.0","130088712","72.58","21.93","0.935","1.33","18.903","9.867","0.0","0.0","31.035","0.13","0.01","0.4","0.1","0.0","0.12"
"2002","Bangladesh","BGD","226307964928.0","132478080","73.97","22.42","0.885","1.33","19.886","9.881","0.0","0.0","31.981","0.11","0.01","0.4","0.1","0.0","0.12"
"2003","Bangladesh","BGD","242360090624.0","134791600","75.13","21.99","0.835","1.367","21.39","9.867","0.0","0.0","33.459","0.1","0.01","0.42","0.09","0.0","0.12"
"2004","Bangladesh","BGD","260420370432.0","136986416","75.12","22.12","0.785","1.451","23.088","10.621","0.0","0.0","35.945","0.09","0.01","0.44","0.1","0.0","0.13"
"2005","Bangladesh","BGD","280327127040.0","139035504","77.07","22.92","0.751","1.605","24.722","10.599","0.0","7.105427357601002e-15","37.677","0.08","0.01","0.46","0.1","0.0","0.13"
"2006","Bangladesh","BGD","303335342080.0","140921152","78.69","24.11","0.7","1.81","28.257","10.922","0.0","0.0","41.689","0.07","0.01","0.51","0.1","0.0","0.14"
"2007","Bangladesh","BGD","327171244032.0","142660368","79.56","24.03","0.682","2.209","29.579","10.171","0.0","0.0009999999999976694","42.642","0.06","0.02","0.52","0.09","0.0","0.14"
"2008","Bangladesh","BGD","349580427264.0","144304160","82.54","26.16","0.699","2.47","32.225","9.907","0.0","0.0","45.301","0.06","0.02","0.55","0.09","0.0","0.14"
"2009","Bangladesh","BGD","372835123200.0","145924800","83.95","25.69","0.699","3.015","35.442","9.992","0.0","7.105427357601002e-15","49.148","0.06","0.02","0.62","0.09","0.0","0.16"
"2010","Bangladesh","BGD","400257024000.0","147575440","85.59","26.16","0.68","3.074","39.397","10.841","0.0","0.0","53.992","0.05","0.02","0.63","0.1","0.0","0.16"
