"id","impact.gap","impact.magnitude","impact.significance","location.depth","location.distance","location.full","location.latitude","location.longitude","location.name","time.day","time.epoch","time.full","time.hour","time.minute","time.month","time.second","time.year"
"nn00553525","71.77","0.6","6","7.0","0.103","10km S of Mogul, Nevada","39.4179","-119.9274","Nevada","27","1469642987348","2016-07-27 14:09:47","14","9","7","47","2016"
"ak13808899","64.799994816","0.7","8","10.6","0.3629194","125km ENE of McGrath, Alaska","63.3396","-153.2587","Alaska","27","1469643501000","2016-07-27 14:18:21","14","18","7","21","2016"
"ak13808917","255.599979552","2.0","62","0.8","0.9252647","119km S of Unalaska, Alaska","52.8063","-166.7396","Alaska","27","1469644505000","2016-07-27 14:35:05","14","35","7","5","2016"
"ak13808919","161.99998704","1.3","26","2.2","0.06198375","107km NNW of Larsen Bay, Alaska","58.4749","-154.4359","Alaska","27","1469644785000","2016-07-27 14:39:45","14","39","7","45","2016"
"ak13808958","154.799987616","1.5","35","3.9","0.4374795","57km ESE of Whittier, Alaska","60.5164","-147.773","Alaska","27","1469645551000","2016-07-27 14:52:31","14","52","7","31","2016"
"ci37640976","73.0","0.4","2","14.55","0.06129","9km N of Anza, CA","33.6343333","-116.6635","California","27","1469645678970","2016-07-27 14:54:38","14","54","7","38","2016"
"ci37640992","66.0","1.59","39","-1.4","0.1113","11km SSW of Lucerne Valley, CA","34.3563333","-117.0238333","California","27","1469645867430","2016-07-27 14:57:47","14","57","7","47","2016"
"ak13831411","176.399985888","1.8","50","16.7","0.3584278","44km N of Chernabura Island, Alaska","55.1878","-159.5203","Alaska","27","1469646002000","2016-07-27 15:00:02","15","0","7","2","2016"
"mb80163444","88.0","2.94","135","-2.0","0.197","4km ENE of Butte, Montana","46.0183333","-112.4775","Montana","27","1469646126800","2016-07-27 15:02:06","15","2","7","6","2016"
"ak13831412","169.199986464","1.5","35","103.5","0.1221709","67km NW of Nikiski, Alaska","61.0793","-152.2331","Alaska","27","1469646500000","2016-07-27 15:08:20","15","8","7","20","2016"
"ak13808979","28.799997696","2.9","129","95.5","0.2542232","33km SE of Redoubt Volcano, Alaska","60.2799","-152.3027","Alaska","27","1469647555000","2016-07-27 15:25:55","15","25","7","55","2016"
"ci37641016","46.0","1.36","28","-0.55","0.04769","4km SE of Home Gardens, CA","33.8495","-117.4875","California","27","1469647952090","2016-07-27 15:32:32","15","32","7","32","2016"
"nc72667096","215.0","1.84","52","1.44","0.1657","24km WNW of San Simeon, California","35.7406667","-121.438","California","27","1469648297500","2016-07-27 15:38:17","15","38","7","17","2016"
"pr16209004","255.6","2.7","112","74.0","0.67463478","75km N of Culebra, Puerto Rico","18.9866","-65.2505","Puerto Rico","27","1469648334300","2016-07-27 15:38:54","15","38","7","54","2016"
"ak13831414","313.199974944","2.1","68","4.8","1.139064","142km S of Unalaska, Alaska","52.5918","-166.5903","Alaska","27","1469648613000","2016-07-27 15:43:33","15","43","7","33","2016"
"ci37641032","50.0","1.02","16","1.19","0.08604","21km ENE of Thermal, CA","33.7351667","-115.9486667","California","27","1469649205570","2016-07-27 15:53:25","15","53","7","25","2016"
"nc72667106","87.0","0.75","9","5.19","0.02757","12km SE of Mammoth Lakes, California","37.5753333","-118.8585","California","27","1469650673390","2016-07-27 16:17:53","16","17","7","53","2016"
"ak13831415","89.999992800001","1.4","30","72.7","0.3036306","68km W of Willow, Alaska","61.6867","-151.3328","Alaska","27","1469651428000","2016-07-27 16:30:28","16","30","7","28","2016"
"ci37641064","61.0","0.9","12","-1.01","0.06748","12km SE of Tehachapi, CA","35.0581667","-118.3453333","California","27","1469651787810","2016-07-27 16:36:27","16","36","7","27","2016"
"ak13809431","82.799993376001","1.0","15","0.3","0.2551215","23km WSW of Cantwell, Alaska","63.2885","-149.3678","Alaska","27","1469651837000","2016-07-27 16:37:17","16","37","7","17","2016"
"ak13831417","226.799981856","1.8","50","25.0","0.6836179","87km NE of Kodiak, Alaska","58.2784","-151.2473","Alaska","27","1469652428000","2016-07-27 16:47:08","16","47","7","8","2016"
"ak13809853","57.599995392","0.9","12","10.8","0.167985","15km NE of Coldfoot, Alaska","67.3656","-149.9578","Alaska","27","1469652554000","2016-07-27 16:49:14","16","49","7","14","2016"
"ak13809854","39.599996832","2.0","62","1.5","0.0530006","92km N of Redoubt Volcano, Alaska","61.3078","-152.4596","Alaska","27","1469652622000","2016-07-27 16:50:22","16","50","7","22","2016"
"ak13831420","215.99998272","1.6","39","4.7","0.05210229","93km N of Redoubt Volcano, Alaska","61.3199","-152.5167","Alaska","27","1469652661000","2016-07-27 16:51:01","16","51","7","1","2016"
"ak13831421","223.199982144","1.0","15","7.1","0.04401745","93km N of Redoubt Volcano, Alaska","61.3148","-152.5359","Alaska","27","1469652699000","2016-07-27 16:51:39","16","51","7","39","2016"
"ak13809857","61.199995104","1.4","30","3.0","0.03413598","91km NW of Nikiski, Alaska","61.2971","-152.4237","Alaska","27","1469652832000","2016-07-27 16:53:52","16","53","7","52","2016"
"ak13831423","226.799981856","1.8","50","47.0","0.2281721","22km SE of Nikolski, Alaska","52.7724","-168.6702","Alaska","27","1469653566000","2016-07-27 17:06:06","17","6","7","6","2016"
"ak13809859","57.599995392","1.3","26","25.1","0.6387022","76km E of Cantwell, Alaska","63.5041","-147.4457","Alaska","27","1469653758000","2016-07-27 17:09:18","17","9","7","18","2016"
"uw61172422","168.0","0.51","4","2.54","0.0169","33km S of Morton, Washington","46.2615","-122.2033333","Washington","27","1469654238640","2016-07-27 17:17:18","17","17","7","18","2016"
"ak13809862","97.199992224001","1.9","56","0.0","0.1859513","35km NNE of Whittier, Alaska","61.0448","-148.3254","Alaska","27","1469654870000","2016-07-27 17:27:50","17","27","7","50","2016"
"ak13809864","57.599995392","2.5","96","120.9","0.182358","80km ESE of Old Iliamna, Alaska","59.556","-153.5477","Alaska","27","1469655577000","2016-07-27 17:39:37","17","39","7","37","2016"
"ak13809870","79.199993664001","0.9","12","17.3","0.02694946","28km N of North Nenana, Alaska","64.8328","-149.0904","Alaska","27","1469655699000","2016-07-27 17:41:39","17","41","7","39","2016"
"uw61172437","235.0","1.03","16","-0.78","0.15","11km NE of Woodland, Washington","45.9655","-122.629","Washington","27","1469655810560","2016-07-27 17:43:30","17","43","7","30","2016"
"ak13809873","107.99999136","0.2","1","9.4","0.1527136","6km NE of North Pole, Alaska","64.7836","-147.2442","Alaska","27","1469656021000","2016-07-27 17:47:01","17","47","7","1","2016"
"uw61172452","69.0","1.49","34","16.7","0.2167","16km ESE of Soap Lake, Washington","47.355","-119.2785","Washington","27","1469656741250","2016-07-27 17:59:01","17","59","7","1","2016"
"uw61172457","159.0","0.99","15","6.51","0.04863","10km SE of Desert Aire, Washington","46.606","-119.8398333","Washington","27","1469656890850","2016-07-27 18:01:30","18","1","7","30","2016"
"ci37641112","147.0","0.68","7","15.88","0.05913","11km SE of Valle Vista, CA","33.6805","-116.8106667","California","27","1469657610790","2016-07-27 18:13:30","18","13","7","30","2016"
"ci37641120","61.0","1.15","20","-0.13","0.07043","44km NNW of Los Algodones, B.C., MX","33.0428333","-114.9765","Mexico","27","1469657727530","2016-07-27 18:15:27","18","15","7","27","2016"
"uw61172462","272.0","1.36","28","-0.6","0.1345","11km NW of West Longview, Washington","46.2443333","-123.1063333","Washington","27","1469657875540","2016-07-27 18:17:55","18","17","7","55","2016"
"ak13810299","32.399997408","1.7","44","27.8","0.1131877","38km ENE of Sutton-Alpine, Alaska","61.8735","-148.1367","Alaska","27","1469657930000","2016-07-27 18:18:50","18","18","7","50","2016"
"ci37641128","59.0","0.89","12","9.53","0.05766","24km ESE of Ridgecrest, CA","35.5331667","-117.4345","California","27","1469658007170","2016-07-27 18:20:07","18","20","7","7","2016"
"uw61172467","80.0","1.46","33","-0.85","0.07131","15km ESE of Cle Elum, Washington","47.1195","-120.7686667","Washington","27","1469658058530","2016-07-27 18:20:58","18","20","7","58","2016"
"us100069h3","134.0","4.2","271","114.7","3.705","43km N of Kainantu, Papua New Guinea","-5.9001","145.8818","Papua New Guinea","27","1469659120210","2016-07-27 18:38:40","18","38","7","40","2016"
"ak13831430","244.799980416","1.6","39","21.7","0.5425824","106km SSW of Unalaska, Alaska","53.0238","-167.2729","Alaska","27","1469659269000","2016-07-27 18:41:09","18","41","7","9","2016"
"ak13810305","107.99999136","1.0","15","14.9","0.1185776","50km S of Cantwell, Alaska","62.947","-148.7739","Alaska","27","1469659337000","2016-07-27 18:42:17","18","42","7","17","2016"
"uu60156892","67.0","1.24","24","5.77","0.02234","10km NW of West Yellowstone, Montana","44.7286667","-111.2005","Montana","27","1469659518790","2016-07-27 18:45:18","18","45","7","18","2016"
"ak13810729","183.599985312","1.7","44","0.0","0.2129007","108km NNW of Larsen Bay, Alaska","58.4159","-154.7655","Alaska","27","1469660492000","2016-07-27 19:01:32","19","1","7","32","2016"
"ak13810820","93.599992512001","0.9","12","10.2","0.6701432","79km ENE of Cantwell, Alaska","63.5541","-147.3938","Alaska","27","1469660771000","2016-07-27 19:06:11","19","6","7","11","2016"
"ak13810819","53.99999568","1.1","19","4.5","0.02155957","75km NW of Nikiski, Alaska","61.1827","-152.2379","Alaska","27","1469660787000","2016-07-27 19:06:27","19","6","7","27","2016"
"uw61172487","125.0","1.87","54","-0.15","0.06464","11km SW of Brewster, Washington","48.0113333","-119.8786667","Washington","27","1469661115960","2016-07-27 19:11:55","19","11","7","55","2016"
"uw61172492","210.0","1.94","58","-0.53","0.6023","3km SSW of Princeton, Canada","49.425","-120.523","Canada","27","1469661390220","2016-07-27 19:16:30","19","16","7","30","2016"
"nc72667156","242.0","2.5","96","19.98","0.1677","36km SSW of Ferndale, California","40.2971667","-124.5011667","California","27","1469661744910","2016-07-27 19:22:24","19","22","7","24","2016"
"us100067wm","58.0","4.6","326","10.0","1.19","31km SSE of Sary-Tash, Kyrgyzstan","39.4543","73.3421","Kyrgyzstan","27","1469662064850","2016-07-27 19:27:44","19","27","7","44","2016"
"ci37641144","58.0","1.82","51","-0.82","0.1042","5km NNW of Boron, CA","35.038","-117.6803333","California","27","1469662341520","2016-07-27 19:32:21","19","32","7","21","2016"
"nm60152891","48.0","1.88","54","11.98","0.04105","8km NNW of Dyersburg, Tennessee","36.1005","-89.426","Tennessee","27","1469662363810","2016-07-27 19:32:43","19","32","7","43","2016"
"ak13810828","154.799987616","0.7","8","9.2","0.1293574","8km E of Healy, Alaska","63.8442","-148.788","Alaska","27","1469662472000","2016-07-27 19:34:32","19","34","7","32","2016"
"ak13831436","176.399985888","2.1","68","47.7","0.4051402","44km S of Sand Point, Alaska","54.9465","-160.3859","Alaska","27","1469663001000","2016-07-27 19:43:21","19","43","7","21","2016"
"ak13810834","122.399990208","0.6","6","4.5","0.06378039","15km ENE of Eielson Air Force Base, Alaska","64.7299","-146.7726","Alaska","27","1469663468000","2016-07-27 19:51:08","19","51","7","8","2016"
"ci37641160","80.0","0.97","14","-0.5","0.02757","13km SSE of Home Gardens, CA","33.7748333","-117.4486667","California","27","1469663560370","2016-07-27 19:52:40","19","52","7","40","2016"
"us100067x9","92.0","4.8","354","21.49","2.033","83km NE of Hihifo, Tonga","-15.4456","-173.1647","Tonga","27","1469663777140","2016-07-27 19:56:17","19","56","7","17","2016"
"ci37641168","67.0","0.34","2","2.04","0.009406","16km E of Coso Junction, CA","36.0303333","-117.775","California","27","1469663995480","2016-07-27 19:59:55","19","59","7","55","2016"
"ak13811260","154.799987616","2.3","81","32.2","0.7896191","95km S of Chignik Lake, Alaska","55.4078","-158.4937","Alaska","27","1469664053000","2016-07-27 20:00:53","20","0","7","53","2016"
"nc72667176","65.0","0.93","13","1.5","0.01162","4km WNW of Cobb, California","38.8311653","-122.7736664","California","27","1469664164050","2016-07-27 20:02:44","20","2","7","44","2016"
"nc72667181","167.0","1.88","54","13.44","0.188","10km WNW of Big Pine, California","37.2006667","-118.4","California","27","1469664185570","2016-07-27 20:03:05","20","3","7","5","2016"
"ci37641176","27.0","1.64","41","9.84","0.08017","23km ESE of Anza, CA","33.449","-116.462","California","27","1469664318310","2016-07-27 20:05:18","20","5","7","18","2016"
"ak13832313","71.999994240001","2.0","62","68.5","0.6054645","131km ENE of Chignik Lake, Alaska","56.8766","-156.9522","Alaska","27","1469664426000","2016-07-27 20:07:06","20","7","7","6","2016"
"ak13811261","277.199977824","2.3","81","45.8","0.9279597","94km S of Atka, Alaska","51.3507","-174.284","Alaska","27","1469664504000","2016-07-27 20:08:24","20","8","7","24","2016"
"nm60152966","116.0","2.76","137","2.25","0.4965","4km NE of Dover, Arkansas","35.4215","-93.0776667","Arkansas","27","1469665179060","2016-07-27 20:19:39","20","19","7","39","2016"
"ci37641192","212.0","3.08","147","5.96","0.6951","149km SE of Estacion Coahuila, B.C., MX","31.1293333","-114.0478333","Mexico","27","1469665570950","2016-07-27 20:26:10","20","26","7","10","2016"
"ci37143356","92.0","0.65","6","2.03","0.05133","6km ENE of Coso Junction, CA","36.0583333","-117.879","California","27","1469665581010","2016-07-27 20:26:21","20","26","7","21","2016"
"ak13811269","46.799996256","1.4","30","3.5","0.3314783","137km SE of McGrath, Alaska","62.2068","-153.4684","Alaska","27","1469665866000","2016-07-27 20:31:06","20","31","7","6","2016"
"us100067xj","149.0","4.3","284","27.62","0.305","48km WNW of Ovalle, Chile","-30.3675","-71.6354","Chile","27","1469666060660","2016-07-27 20:34:20","20","34","7","20","2016"
"ak13811271","82.799993376001","0.6","6","20.4","0.2659013","51km SW of North Nenana, Alaska","64.2608","-149.8759","Alaska","27","1469666088000","2016-07-27 20:34:48","20","34","7","48","2016"
"us100069hu","124.0","4.3","284","76.01","1.686","88km ESE of Taron, Papua New Guinea","-4.8885","153.7064","Papua New Guinea","27","1469666088380","2016-07-27 20:34:48","20","34","7","48","2016"
"ci37641200","110.0","0.62","6","4.35","0.09109","5km NW of Banning, CA","33.9611667","-116.9105","California","27","1469666131690","2016-07-27 20:35:31","20","35","7","31","2016"
"us100069i2","176.0","4.4","298","599.55","8.139","South of the Fiji Islands","-25.9135","178.4949","South of the Fiji Islands","27","1469666202670","2016-07-27 20:36:42","20","36","7","42","2016"
"nc71104639","334.0","0.68","7","6.89","0.06007","22km SW of Gustine, California","37.1026667","-121.154","California","27","1469666406160","2016-07-27 20:40:06","20","40","7","6","2016"
"us10006bs3","269.0","3.1","148","25.3","2.056","190km SSW of Buldir Island, Alaska","50.7456","174.994","Alaska","27","1469667787000","2016-07-27 21:03:07","21","3","7","7","2016"
"ak13832318","118.799990496","1.2","22","76.0","0.2632064","27km WNW of Anchor Point, Alaska","59.8913","-152.2587","Alaska","27","1469668018000","2016-07-27 21:06:58","21","6","7","58","2016"
"ak13832319","82.799993376001","1.5","35","44.4","0.247935","4km SSE of Sterling, Alaska","60.4989","-150.7259","Alaska","27","1469668025000","2016-07-27 21:07:05","21","7","7","5","2016"
"ci37641208","109.0","0.74","8","15.6","0.05845","12km SSW of Idyllwild, CA","33.6505","-116.7821667","California","27","1469668228130","2016-07-27 21:10:28","21","10","7","28","2016"
"nc72667201","113.0","0.23","1","2.17","0.008497","6km NW of The Geysers, California","38.8168333","-122.817","California","27","1469668309790","2016-07-27 21:11:49","21","11","7","49","2016"
"nn00553602","156.91","0.4","2","12.5","0.193","19km NW of Hawthorne, Nevada","38.6668","-118.7643","Nevada","27","1469668807032","2016-07-27 21:20:07","21","20","7","7","2016"
"ak13811707","104.399991648","1.6","39","7.6","0.08983153","80km E of Cape Yakataga, Alaska","60.1265","-140.9892","Alaska","27","1469668994000","2016-07-27 21:23:14","21","23","7","14","2016"
"nc71104644","312.0","0.49","4","2.7","0.04464","27km NE of Hollister, California","37.0341667","-121.1968333","California","27","1469669643550","2016-07-27 21:34:03","21","34","7","3","2016"
"hv61355286","267.0","1.76","48","33.915","0.1203","21km SSW of Leilani Estates, Hawaii","19.2946667","-155.0171667","Hawaii","27","1469669972980","2016-07-27 21:39:32","21","39","7","32","2016"
"ak13811717","107.99999136","1.3","26","13.6","0.4195132","112km WNW of Haines Junction, Canada","61.2486","-139.3301","Canada","27","1469670014000","2016-07-27 21:40:14","21","40","7","14","2016"
"pr16210000","288.0","2.8","121","43.0","0.63331228","55km N of Hatillo, Puerto Rico","18.9834","-66.7925","Puerto Rico","27","1469670090800","2016-07-27 21:41:30","21","41","7","30","2016"
