"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"Boone County","36903","Arkansas","465.0","15120","341.0","576.0","43.0","0.0","6118.0","7443.0","1035.0","0.0","9798.0","12592.0","2310.0","0.0","26140.0","31983.0","4746.0","0.0","4648.0","5695.0","985.0","0.0"
"Bradley County","11508","Arkansas","220.0","4673","203.0","304.0","83.0","0.0","1573.0","2139.0","680.0","0.0","3033.0","4268.0","1175.0","1.0","6856.0","9270.0","2735.0","4.0","1253.0","1652.0","439.0","2.0"
"Calhoun County","5368","Arkansas","175.0","2262","124.0","124.0","96.0","9.0","1102.0","1102.0","743.0","93.0","2182.0","2182.0","1326.0","179.0","5368.0","5368.0","3516.0","442.0","923.0","923.0","657.0","86.0"
"Carroll County","27446","Arkansas","230.0","11393","335.0","507.0","19.0","0.0","4062.0","5353.0","321.0","0.0","7456.0","9878.0","439.0","0.0","18915.0","24317.0","1387.0","0.0","3615.0","4624.0","224.0","0.0"
"Chicot County","11800","Arkansas","722.0","4579","467.0","614.0","31.0","0.0","1705.0","2198.0","133.0","0.0","3850.0","5072.0","282.0","0.0","7864.0","9867.0","706.0","0.0","1488.0","1865.0","172.0","0.0"
"Clark County","22995","Arkansas","2612.0","8783","236.0","439.0","113.0","0.0","2939.0","3737.0","1236.0","0.0","5036.0","8096.0","2117.0","0.0","13693.0","18920.0","5220.0","0.0","2182.0","2756.0","925.0","0.0"
"Clay County","16083","Arkansas","125.0","6845","206.0","455.0","7.0","0.0","1993.0","2959.0","89.0","0.0","3890.0","6183.0","201.0","0.0","9338.0","13464.0","429.0","0.0","1889.0","2726.0","87.0","0.0"
"Cleburne County","25970","Arkansas","339.0","11078","244.0","282.0","54.0","0.0","3769.0","4571.0","769.0","0.0","7102.0","8638.0","1232.0","0.0","19645.0","23238.0","3314.0","0.0","4715.0","5527.0","580.0","0.0"
"Cleveland County","8689","Arkansas","52.0","3416","134.0","152.0","15.0","0.0","1793.0","1917.0","459.0","0.0","3021.0","3243.0","662.0","0.0","7473.0","7894.0","1920.0","0.0","1227.0","1273.0","334.0","0.0"
"Columbia County","24552","Arkansas","1315.0","9759","181.0","320.0","7.0","0.0","3307.0","4565.0","319.0","0.0","6732.0","9222.0","681.0","0.0","15574.0","20568.0","1486.0","0.0","2452.0","3329.0","290.0","0.0"
"Conway County","21273","Arkansas","286.0","8463","352.0","471.0","70.0","0.0","3676.0","4533.0","668.0","0.0","6152.0","7643.0","1253.0","0.0","15369.0","18703.0","2794.0","0.0","2491.0","3121.0","488.0","0.0"
"Craighead County","96443","Arkansas","3579.0","37291","827.0","1913.0","11.0","0.0","12287.0","19296.0","189.0","0.0","19650.0","33261.0","421.0","0.0","48093.0","75692.0","742.0","0.0","5246.0","8284.0","148.0","0.0"
"Crawford County","61948","Arkansas","540.0","23447","545.0","828.0","36.0","0.0","11150.0","15028.0","792.0","0.0","16978.0","23108.0","1529.0","0.0","43431.0","56956.0","3430.0","0.0","5845.0","7564.0","573.0","0.0"
"Crittenden County","50902","Arkansas","701.0","19026","667.0","1553.0","268.0","0.0","5160.0","11814.0","1330.0","0.0","8294.0","19848.0","2583.0","0.0","17926.0","40340.0","4731.0","0.0","1907.0","4263.0","663.0","0.0"
"Cross County","17870","Arkansas","225.0","7002","313.0","442.0","164.0","0.0","2657.0","3791.0","795.0","0.0","4562.0","6416.0","1763.0","0.0","10768.0","15088.0","3370.0","0.0","1606.0","2284.0","612.0","0.0"
"Dallas County","8116","Arkansas","405.0","3280","233.0","318.0","111.0","8.0","1171.0","1625.0","532.0","31.0","2420.0","3322.0","1217.0","85.0","5057.0","6852.0","2605.0","180.0","847.0","1170.0","494.0","39.0"
"Desha County","13008","Arkansas","56.0","5321","542.0","764.0","32.0","0.0","2065.0","2922.0","256.0","0.0","4655.0","6368.0","616.0","0.0","8170.0","11139.0","1183.0","0.0","1245.0","1631.0","228.0","0.0"
"Drew County","18509","Arkansas","785.0","7360","236.0","343.0","52.0","0.0","2635.0","3647.0","396.0","0.0","4431.0","6092.0","789.0","0.0","11943.0","15518.0","1747.0","0.0","1837.0","2286.0","272.0","0.0"
"Faulkner County","113237","Arkansas","4055.0","42614","919.0","1640.0","6.0","0.0","18861.0","24476.0","357.0","0.0","25225.0","35969.0","499.0","0.0","73506.0","100049.0","1480.0","0.0","7211.0","9860.0","191.0","0.0"
"Franklin County","18125","Arkansas","447.0","7037","208.0","322.0","6.0","0.0","3240.0","4010.0","157.0","0.0","5781.0","7372.0","342.0","0.0","13512.0","16484.0","847.0","0.0","2145.0","2696.0","109.0","0.0"
"Fulton County","12245","Arkansas","165.0","5196","146.0","194.0","23.0","0.0","2287.0","2433.0","414.0","0.0","5282.0","5742.0","726.0","0.0","10772.0","11555.0","1703.0","0.0","2386.0","2591.0","320.0","0.0"
"Garland County","96024","Arkansas","2166.0","40994","1353.0","2580.0","25.0","0.0","13589.0","18080.0","592.0","0.0","23273.0","34101.0","946.0","0.0","63373.0","85058.0","2499.0","0.0","13310.0","17840.0","364.0","0.0"
"Grant County","17853","Arkansas","143.0","6933","100.0","139.0","17.0","0.0","3212.0","3888.0","509.0","0.0","4632.0","5758.0","679.0","0.0","13376.0","16198.0","1994.0","0.0","1890.0","2373.0","284.0","0.0"
"Greene County","42090","Arkansas","602.0","16425","310.0","605.0","10.0","0.0","6854.0","9656.0","433.0","0.0","9456.0","14701.0","543.0","0.0","26763.0","38047.0","1863.0","0.0","3524.0","5315.0","300.0","0.0"
"Hempstead County","22609","Arkansas","301.0","8839","325.0","579.0","52.0","0.0","3846.0","5305.0","737.0","0.0","6928.0","9862.0","1302.0","0.0","15996.0","20842.0","3101.0","0.0","2728.0","3225.0","526.0","0.0"
"Hot Spring County","32923","Arkansas","1571.0","12664","426.0","560.0","105.0","0.0","5917.0","7197.0","1049.0","0.0","9659.0","12420.0","1660.0","0.0","26034.0","30900.0","4369.0","0.0","4091.0","4844.0","721.0","0.0"
"Howard County","13789","Arkansas","181.0","5365","213.0","343.0","65.0","0.0","2631.0","3253.0","817.0","179.0","4495.0","5790.0","1565.0","342.0","10371.0","12620.0","3443.0","706.0","1683.0","1971.0","592.0","112.0"
"Independence County","36647","Arkansas","900.0","14391","391.0","554.0","19.0","0.0","6499.0","8087.0","589.0","0.0","11348.0","14239.0","1014.0","0.0","26828.0","33512.0","2439.0","0.0","3958.0","5085.0","387.0","0.0"
"Izard County","13696","Arkansas","769.0","5731","159.0","232.0","2.0","0.0","2079.0","2446.0","30.0","0.0","4459.0","5372.0","44.0","0.0","11011.0","12939.0","126.0","0.0","2433.0","3025.0","27.0","0.0"
"Jackson County","17997","Arkansas","2000.0","6724","232.0","334.0","7.0","0.0","2567.0","3212.0","160.0","0.0","6574.0","8086.0","417.0","0.0","12710.0","15601.0","821.0","0.0","1790.0","2424.0","156.0","0.0"
"Jefferson County","77435","Arkansas","5530.0","28873","1130.0","2361.0","106.0","0.0","8237.0","14894.0","508.0","0.0","16240.0","28904.0","1306.0","0.0","41345.0","65452.0","2255.0","0.0","6109.0","8988.0","388.0","0.0"
"Johnson County","25540","Arkansas","558.0","9812","335.0","411.0","42.0","1.0","4800.0","5744.0","459.0","5.0","9484.0","11546.0","1138.0","21.0","19286.0","22896.0","2198.0","37.0","2875.0","3443.0","404.0","10.0"
"Lafayette County","7645","Arkansas","111.0","3150","240.0","264.0","88.0","0.0","1492.0","1612.0","418.0","0.0","3201.0","3499.0","868.0","0.0","6455.0","7016.0","1609.0","0.0","1260.0","1355.0","284.0","0.0"
"Lawrence County","17415","Arkansas","595.0","6938","179.0","311.0","54.0","0.0","2788.0","3473.0","973.0","0.0","5142.0","6515.0","1740.0","0.0","11901.0","14862.0","4196.0","0.0","2003.0","2531.0","755.0","0.0"
"Lee County","10424","Arkansas","1756.0","3624","255.0","471.0","43.0","0.0","1323.0","1856.0","306.0","0.0","3678.0","4860.0","1425.0","0.0","7648.0","9664.0","3125.0","0.0","1182.0","1524.0","307.0","0.0"
"Lincoln County","14134","Arkansas","3445.0","4207","347.0","367.0","68.0","0.0","2435.0","2693.0","353.0","0.0","6291.0","6604.0","2474.0","0.0","13121.0","13904.0","4695.0","0.0","1564.0","1692.0","236.0","0.0"
"Little River County","13171","Arkansas","123.0","5411","331.0","384.0","6.0","0.0","2471.0","2918.0","104.0","0.0","4091.0","5102.0","130.0","0.0","10569.0","12298.0","406.0","0.0","1778.0","2085.0","79.0","0.0"
"Logan County","22353","Arkansas","580.0","8704","162.0","308.0","7.0","0.0","4045.0","4964.0","360.0","0.0","7527.0","9551.0","714.0","0.0","16284.0","20169.0","1505.0","0.0","2594.0","3351.0","230.0","0.0"
"Lonoke County","68356","Arkansas","572.0","25295","629.0","862.0","15.0","0.0","13173.0","16877.0","224.0","0.0","14954.0","19181.0","345.0","0.0","48074.0","60903.0","938.0","0.0","5135.0","6536.0","156.0","0.0"
"Madison County","15717","Arkansas","79.0","6174","235.0","260.0","86.0","11.0","3098.0","3346.0","879.0","25.0","5745.0","6128.0","1727.0","70.0","13355.0","14137.0","4110.0","160.0","2057.0","2158.0","708.0","37.0"
"Marion County","16653","Arkansas","141.0","7411","342.0","431.0","38.0","0.0","2245.0","2665.0","286.0","0.0","5883.0","7004.0","534.0","0.0","12904.0","15107.0","1671.0","0.0","2964.0","3596.0","364.0","0.0"
"Miller County","43462","Arkansas","1480.0","17219","706.0","1243.0","13.0","0.0","6602.0","9329.0","149.0","0.0","10034.0","16835.0","352.0","0.0","27976.0","39283.0","801.0","0.0","4032.0","5508.0","183.0","0.0"
"Mississippi County","46480","Arkansas","767.0","17741","769.0","1364.0","2.0","0.0","6406.0","10415.0","24.0","0.0","11475.0","18932.0","49.0","0.0","23343.0","37087.0","100.0","0.0","2840.0","4513.0","14.0","0.0"
"Monroe County","8149","Arkansas","84.0","3481","201.0","343.0","4.0","0.0","956.0","1504.0","132.0","0.0","2144.0","3237.0","270.0","0.0","4306.0","6505.0","689.0","0.0","861.0","1249.0","154.0","0.0"
"Montgomery County","9487","Arkansas","121.0","4000","194.0","214.0","51.0","0.0","1789.0","1912.0","445.0","0.0","3808.0","4029.0","999.0","0.0","8394.0","9088.0","2187.0","0.0","1760.0","1985.0","472.0","0.0"
"Nevada County","8997","Arkansas","157.0","3697","119.0","190.0","40.0","0.0","1480.0","1887.0","519.0","0.0","3304.0","4233.0","1154.0","0.0","6562.0","8121.0","2346.0","0.0","1222.0","1437.0","461.0","0.0"
"Newton County","8330","Arkansas","51.0","3571","121.0","131.0","61.0","5.0","1669.0","1731.0","468.0","32.0","3341.0","3471.0","946.0","60.0","7994.0","8245.0","2405.0","136.0","1596.0","1642.0","505.0","26.0"
"Ouachita County","26120","Arkansas","352.0","11003","571.0","946.0","201.0","0.0","3972.0","5347.0","1076.0","0.0","8059.0","11119.0","2248.0","0.0","17673.0","23111.0","4903.0","0.0","2970.0","3938.0","841.0","0.0"
"Perry County","10445","Arkansas","152.0","4170","212.0","216.0","32.0","0.0","2055.0","2250.0","328.0","0.0","3450.0","3788.0","555.0","0.0","9107.0","9887.0","1490.0","0.0","1493.0","1663.0","281.0","0.0"
"Phillips County","21757","Arkansas","246.0","8491","1018.0","1389.0","272.0","5.0","4221.0","5633.0","1216.0","4.0","8193.0","10698.0","2551.0","27.0","15876.0","20249.0","4877.0","49.0","2523.0","3053.0","896.0","8.0"
"Pike County","11291","Arkansas","196.0","4457","151.0","178.0","53.0","0.0","1972.0","2342.0","565.0","12.0","3512.0","4329.0","1058.0","27.0","8013.0","9468.0","2604.0","50.0","1331.0","1559.0","521.0","4.0"
"Poinsett County","24583","Arkansas","341.0","9754","405.0","584.0","24.0","0.0","3501.0","5001.0","339.0","0.0","7299.0","9949.0","624.0","0.0","14517.0","20425.0","1570.0","0.0","2217.0","3104.0","280.0","0.0"
"Polk County","20662","Arkansas","155.0","8450","367.0","435.0","141.0","1.0","3962.0","4479.0","1675.0","13.0","8138.0","9350.0","3501.0","28.0","16325.0","18557.0","6680.0","47.0","2939.0","3482.0","1037.0","6.0"
"Pope County","61754","Arkansas","3330.0","23353","608.0","1077.0","22.0","2.0","9540.0","12734.0","374.0","28.0","15376.0","23401.0","631.0","65.0","41029.0","55381.0","1595.0","133.0","5355.0","7118.0","261.0","33.0"
"Prairie County","8715","Arkansas","131.0","3685","121.0","174.0","5.0","0.0","1085.0","1426.0","89.0","0.0","2187.0","2948.0","187.0","0.0","5216.0","6818.0","388.0","0.0","1055.0","1400.0","70.0","0.0"
"Pulaski County","382748","Arkansas","7938.0","158772","4608.0","9682.0","2.0","0.0","44696.0","76258.0","113.0","0.0","67021.0","118409.0","97.0","0.0","178902.0","309423.0","581.0","0.0","20322.0","36553.0","87.0","0.0"
"Randolph County","17969","Arkansas","349.0","7299","197.0","282.0","62.0","0.0","2710.0","3414.0","612.0","0.0","5411.0","6894.0","1433.0","0.0","11922.0","14740.0","2486.0","0.0","2198.0","2700.0","457.0","0.0"
"Saline County","107118","Arkansas","1425.0","41441","1047.0","1446.0","5.0","0.0","18123.0","23967.0","343.0","0.0","18574.0","24634.0","501.0","0.0","75628.0","98290.0","2621.0","0.0","11969.0","14683.0","844.0","0.0"
"Scott County","11233","Arkansas","79.0","4368","193.0","271.0","35.0","0.0","2156.0","2604.0","412.0","14.0","4489.0","5509.0","945.0","48.0","8614.0","10202.0","1824.0","85.0","1436.0","1717.0","379.0","16.0"
"Searcy County","8195","Arkansas","71.0","3574","225.0","244.0","73.0","0.0","1494.0","1620.0","536.0","0.0","3668.0","3952.0","1200.0","0.0","7275.0","7934.0","2693.0","0.0","1491.0","1673.0","534.0","0.0"
"Sebastian County","125744","Arkansas","2235.0","49599","677.0","2326.0","3.0","0.0","11225.0","24210.0","65.0","0.0","15900.0","39839.0","128.0","0.0","45259.0","96673.0","288.0","0.0","6034.0","12836.0","45.0","0.0"
"Sevier County","17058","Arkansas","173.0","5975","191.0","251.0","27.0","0.0","3632.0","4573.0","610.0","0.0","5385.0","7221.0","1021.0","0.0","12862.0","15720.0","2624.0","0.0","1703.0","2036.0","424.0","0.0"
"Sharp County","17264","Arkansas","189.0","7360","201.0","262.0","6.0","0.0","3073.0","3455.0","276.0","0.0","7782.0","8640.0","792.0","0.0","14585.0","16197.0","1311.0","0.0","3513.0","3890.0","254.0","0.0"
"St. Francis County","28258","Arkansas","4085.0","9616","999.0","1193.0","248.0","0.0","5402.0","6261.0","818.0","0.0","9980.0","11801.0","1684.0","0.0","24050.0","26782.0","3206.0","0.0","2945.0","3237.0","464.0","0.0"
"Stone County","12394","Arkansas","151.0","5325","169.0","205.0","88.0","0.0","2346.0","2491.0","693.0","0.0","5098.0","5683.0","1344.0","0.0","11044.0","11905.0","3097.0","0.0","2338.0","2617.0","579.0","0.0"
"Union County","41639","Arkansas","524.0","16951","417.0","720.0","29.0","0.0","6948.0","9110.0","890.0","0.0","11597.0","15695.0","1630.0","0.0","29012.0","37513.0","3978.0","0.0","4523.0","5834.0","665.0","0.0"
"Van Buren County","17295","Arkansas","189.0","7433","333.0","391.0","35.0","0.0","3055.0","3341.0","370.0","0.0","6891.0","7757.0","1164.0","0.0","14471.0","16296.0","1799.0","0.0","3033.0","3683.0","351.0","0.0"
"Washington County","203065","Arkansas","7563.0","76389","1626.0","3365.0","16.0","0.0","22937.0","40253.0","321.0","0.0","27606.0","57135.0","611.0","0.0","86812.0","153658.0","1437.0","0.0","9341.0","15398.0","231.0","0.0"
"White County","77076","Arkansas","3252.0","29342","942.0","1384.0","79.0","0.0","12526.0","15819.0","1105.0","0.0","19601.0","25208.0","1695.0","0.0","49361.0","63006.0","4690.0","0.0","6756.0","9033.0","669.0","0.0"
"Woodruff County","7260","Arkansas","106.0","3134","324.0","335.0","20.0","0.0","1582.0","1650.0","94.0","0.0","3107.0","3276.0","234.0","0.0","6906.0","7206.0","486.0","0.0","1245.0","1290.0","97.0","0.0"
"Yell County","22185","Arkansas","323.0","8219","217.0","323.0","26.0","0.0","4090.0","5301.0","467.0","14.0","7580.0","9485.0","1221.0","27.0","16638.0","20517.0","2299.0","64.0","2743.0","3221.0","469.0","15.0"
"Alameda County","1510271","California","37442.0","545138","1865.0","15058.0","2.0","0.0","31726.0","153620.0","16.0","0.0","17774.0","129690.0","14.0","0.0","133951.0","661765.0","121.0","0.0","16784.0","74284.0","19.0","0.0"
"Alpine County","1175","California","24.0","497","30.0","30.0","19.0","4.0","256.0","256.0","117.0","18.0","418.0","418.0","197.0","28.0","1175.0","1175.0","669.0","121.0","166.0","166.0","104.0","17.0"
"Amador County","38091","California","4551.0","14569","459.0","653.0","1.0","0.0","3817.0","5309.0","8.0","0.0","6362.0","8320.0","36.0","0.0","25742.0","33007.0","66.0","0.0","5265.0","6952.0","13.0","0.0"
"Butte County","220000","California","4942.0","87618","1736.0","3942.0","15.0","0.0","19183.0","34907.0","224.0","0.0","30591.0","61887.0","448.0","0.0","90340.0","161926.0","1163.0","0.0","17017.0","26381.0","203.0","0.0"
"Calaveras County","45578","California","493.0","18886","292.0","374.0","3.0","2.0","6113.0","7681.0","18.0","8.0","10271.0","12392.0","26.0","11.0","32473.0","39836.0","95.0","38.0","6831.0","8408.0","12.0","2.0"
"Colusa County","21419","California","225.0","7056","160.0","247.0","111.0","26.0","2859.0","4407.0","1843.0","65.0","3205.0","5169.0","2201.0","201.0","10087.0","15263.0","6384.0","455.0","1326.0","1893.0","761.0","135.0"
"Contra Costa County","1049025","California","10314.0","375364","2875.0","9994.0","0.0","0.0","63934.0","162244.0","0.0","0.0","32706.0","118777.0","0.0","0.0","256720.0","650852.0","0.0","0.0","35907.0","84508.0","0.0","0.0"
"Del Norte County","28610","California","3818.0","9907","393.0","715.0","130.0","6.0","3625.0","5261.0","643.0","51.0","7712.0","11006.0","1540.0","97.0","18955.0","25150.0","2943.0","178.0","2561.0","3425.0","480.0","28.0"
"El Dorado County","181058","California","1643.0","70223","1340.0","2159.0","0.0","0.0","27169.0","35837.0","31.0","0.0","23517.0","32561.0","45.0","0.0","120588.0","157639.0","207.0","0.0","18360.0","23070.0","31.0","0.0"
"Fresno County","930450","California","17523.0","289391","2574.0","11767.0","92.0","35.0","63556.0","164710.0","1651.0","96.0","85585.0","245280.0","2515.0","92.0","216370.0","557625.0","6748.0","356.0","21513.0","55599.0","905.0","13.0"
"Glenn County","28122","California","316.0","9800","211.0","350.0","28.0","2.0","3305.0","5928.0","309.0","10.0","4948.0","9247.0","518.0","65.0","12557.0","21313.0","1420.0","180.0","1780.0","2878.0","218.0","20.0"
"Humboldt County","134623","California","5014.0","56031","1035.0","2002.0","106.0","1.0","10328.0","17917.0","877.0","1.0","19483.0","34652.0","2183.0","10.0","50036.0","87979.0","4858.0","19.0","6939.0","12096.0","690.0","0.0"
"Imperial County","174528","California","10684.0","49126","704.0","2107.0","134.0","80.0","12500.0","33344.0","1936.0","409.0","24907.0","55597.0","5651.0","1023.0","50393.0","114703.0","11817.0","2173.0","4735.0","10766.0","1532.0","718.0"
"Inyo County","18546","California","433.0","8049","152.0","228.0","90.0","60.0","1852.0","2518.0","696.0","135.0","2403.0","3261.0","1157.0","419.0","9801.0","12753.0","4225.0","1185.0","1954.0","2575.0","824.0","233.0"
"Kern County","839631","California","36757.0","254610","3407.0","9294.0","939.0","170.0","63870.0","152609.0","7723.0","781.0","84057.0","219080.0","14645.0","1409.0","247603.0","527748.0","31000.0","2925.0","23792.0","49161.0","3697.0","406.0"
"Kings County","152982","California","21580.0","41233","433.0","1366.0","0.0","0.0","13958.0","27717.0","24.0","0.0","15793.0","35183.0","76.0","0.0","63220.0","105685.0","99.0","0.0","4002.0","7495.0","14.0","0.0"
"Lake County","64665","California","1085.0","26548","783.0","1224.0","1.0","0.0","7371.0","10657.0","9.0","0.0","15174.0","21796.0","47.0","2.0","37204.0","51566.0","84.0","4.0","6884.0","9300.0","14.0","1.0"
"Lassen County","34895","California","9779.0","10058","199.0","409.0","99.0","16.0","4060.0","5217.0","1982.0","640.0","4933.0","6489.0","2929.0","1280.0","26045.0","30590.0","9891.0","4111.0","2403.0","2904.0","1351.0","521.0"
"Los Angeles County","9818605","California","171670.0","3241204","7481.0","70754.0","27.0","0.0","170161.0","911988.0","808.0","126.0","156819.0","1139072.0","1293.0","209.0","709957.0","3696268.0","3798.0","600.0","89691.0","431862.0","470.0","72.0"
