Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
MA5935,1,138 River Rd, ,ANDOVER,ESSEX COUNTY,MA,18101072,3,ACTIVE,BUILDING,4191,18,LEASED,25.Jun.09,Field Not In Use,Not Evaluated,Yes
MA5937,1,50 Burlington Mall Rd, ,BURLINGTON,MIDDLESEX COUNTY,MA,18034537,6,ACTIVE,BUILDING,2139,5,LEASED,1.Jan.86,Field Not In Use,Not Evaluated,Yes
MA5939,1,2 MILL STREET, ,LAWRENCE,ESSEX COUNTY,MA,18401602,3,ACTIVE,BUILDING,27449,87,LEASED,8.Jun.09,Field Not In Use,Not Evaluated,Yes
MA5941,1,4238 Washington St, ,BOSTON,SUFFOLK COUNTY,MA,21311732,7,ACTIVE,BUILDING,6630,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5942,1,75 PERSEVERANCE WAY, ,HYANNIS,BARNSTABLE COUNTY,MA,26011816,9,ACTIVE,BUILDING,3479,0,LEASED,23.Feb.10,Field Not In Use,Not Evaluated,Yes
MA5944,1,67 HUTTLESTON AVE, ,FAIRHAVEN,BRISTOL COUNTY,MA,27193156,9,ACTIVE,BUILDING,3970,20,LEASED,12.Mar.09,Field Not In Use,Not Evaluated,Yes
MA5955,1,120 LIBERTY ST, ,BROCKTON,PLYMOUTH COUNTY,MA,23015521,8,ACTIVE,BUILDING,11987,70,LEASED,1.Jan.09,Field Not In Use,Not Evaluated,Yes
MA5958,1,192-194 COMMERCIAL STREET, ,MALDEN,MIDDLESEX COUNTY,MA,21486709,5,ACTIVE,BUILDING,10621,1,LEASED,1.Jan.10,Field Not In Use,Not Evaluated,Yes
MA5964,1,10 Fawcett St, ,CAMBRIDGE,MIDDLESEX COUNTY,MA,21381172,5,ACTIVE,BUILDING,12364,1,LEASED,30.Jul.09,Field Not In Use,Not Evaluated,Yes
MA5965,1,ONE LAKESHORE CENTER, ,BRIDGEWATER,PLYMOUTH COUNTY,MA,23241065,8,ACTIVE,BUILDING,4976,28,LEASED,15.Jan.01,Field Not In Use,Not Evaluated,Yes
MA5977,1,1350 Main St, ,SPRINGFIELD,HAMPDEN COUNTY,MA,11031628,1,ACTIVE,BUILDING,1112,0,LEASED,1.Nov.09,Field Not In Use,Not Evaluated,Yes
MA5980,1,51 SLEEPER ST, ,BOSTON,SUFFOLK COUNTY,MA,22101276,8,ACTIVE,BUILDING,15519,0,LEASED,15.Aug.09,Field Not In Use,Not Evaluated,Yes
MA5982,1,1550 MAIN ST, ,SPRINGFIELD,HAMPDEN COUNTY,MA,11031413,1,ACTIVE,BUILDING,17348,22,LEASED,8.Oct.09,Field Not In Use,Not Evaluated,Yes
MA5983,1,7 DRYDOCK AVE, ,BOSTON,SUFFOLK COUNTY,MA,22102303,8,ACTIVE,BUILDING,5000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5984,1,370 MAIN ST,7th Floor,WORCESTER,WORCESTER COUNTY,MA,16081708,2,ACTIVE,BUILDING,4191,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5986,1,96 MARSHALL ST, ,NORTH ADAMS,BERKSHIRE COUNTY,MA,12472454,1,ACTIVE,BUILDING,4085,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5989,1,140 SHREWSBURY ST, ,BOYLSTON,WORCESTER COUNTY,MA,15051723,2,ACTIVE,BUILDING,2360,15,LEASED,7.Jun.10,Field Not In Use,Not Evaluated,Yes
MA5991,1,25 Bernard E St Jean Dr, ,EAST FALMOUTH,BARNSTABLE COUNTY,MA,2536,9,ACTIVE,BUILDING,12641,13,LEASED,25.Jun.99,Field Not In Use,Not Evaluated,Yes
MA5992,1,95 ASHLEY ST, ,SPRINGFIELD,HAMPDEN COUNTY,MA,11051515,1,ACTIVE,BUILDING,5269,32,LEASED,0,None,Not Evaluated,Yes
MA5993,1,354 MAIN ST, ,GARDNER,WORCESTER COUNTY,MA,14402903,3,ACTIVE,BUILDING,4177,20,LEASED,1.Jul.10,Field Not In Use,Not Evaluated,Yes
MA6001,1,135 BEAVER ST, ,WALTHAM,MIDDLESEX COUNTY,MA,24528412,5,ACTIVE,BUILDING,5681,1,LEASED,1.Oct.10,Field Not In Use,Not Evaluated,Yes
MA6007,1,928 W CHESTNUT ST, ,BROCKTON,PLYMOUTH COUNTY,MA,23015560,8,ACTIVE,BUILDING,1645,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6009,1,33 ARCH ST, ,BOSTON,SUFFOLK COUNTY,MA,21101424,8,ACTIVE,BUILDING,47769,1,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6011,1,375 AIRPORT DR, ,WORCESTER,WORCESTER COUNTY,MA,16022201,2,ACTIVE,BUILDING,297,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6013,1,1600 Osgood St, ,NORTH ANDOVER,ESSEX COUNTY,MA,1845,6,ACTIVE,BUILDING,4609,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6014,1,451 West St, ,AMHERST,HAMPSHIRE COUNTY,MA,10022946,2,ACTIVE,BUILDING,19503,19,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6015,1,1 SULLIVAN RD, ,HOLYOKE,HAMPDEN COUNTY,MA,10402841,1,ACTIVE,BUILDING,170,2,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
MA6016,1,100 Independence Dr, ,HYANNIS,BARNSTABLE COUNTY,MA,26011898,9,ACTIVE,BUILDING,5915,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6017,1,46 Commerce Way, ,NORTON,BRISTOL COUNTY,MA,2766,4,ACTIVE,BUILDING,10938,50,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6018,1,11 CHANNEL ST, ,BOSTON,SUFFOLK COUNTY,MA,22102318,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6022,1,35 Congress St, ,SALEM,ESSEX COUNTY,MA,19705582,6,ACTIVE,BUILDING,6163,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6023,1,1515 Hancock St, ,QUINCY,NORFOLK COUNTY,MA,21695230,8,ACTIVE,BUILDING,7268,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6024,1,8 Rosenfeld Dr, ,HOPEDALE,WORCESTER COUNTY,MA,1747,4,ACTIVE,BUILDING,9000,12,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6025,1,8 Cabot Rd, ,WOBURN,MIDDLESEX COUNTY,MA,1801,5,ACTIVE,BUILDING,3818,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6029,1,34 South St, ,SOMERVILLE,MIDDLESEX COUNTY,MA,21434223,7,ACTIVE,BUILDING,6950,15,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6030,1,1 Pearl St,Suite 2300,BROCKTON,PLYMOUTH COUNTY,MA,2301,8,ACTIVE,BUILDING,4725,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6032,1,465 Waverley Oaks Rd,Suite 409,WALTHAM,MIDDLESEX COUNTY,MA,24528401,5,ACTIVE,BUILDING,2155,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6036,1,210 Beacham St, ,EVERETT,MIDDLESEX COUNTY,MA,21495505,7,ACTIVE,BUILDING,2624,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6038,1,184 W Boylston St, ,WEST BOYLSTON,WORCESTER COUNTY,MA,15831756,2,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME0012,1,Blanchette Road, ,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK COUNTY,ME,47749998,2,ACTIVE,BUILDING,1938,2,OWNED,1.Jan.94,Field Not In Use,Not Evaluated,Will Conform
ME0013,1,Blanchette Road, ,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK COUNTY,ME,47749998,2,ACTIVE,BUILDING,383,0,OWNED,16.Jun.10,Field Not In Use,Not Evaluated,Yes
ME0034,1,156 FEDERAL ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41014152,1,ACTIVE,BUILDING,51028,16,OWNED,1.Jan.11,Field Not In Use,National Register Listed,Will Conform
ME0035,1,312 Fore St, ,PORTLAND,CUMBERLAND COUNTY,ME,41014110,1,ACTIVE,BUILDING,8208,0,OWNED,01-Jan-1871,Field Not In Use,National Register Listed,Will Conform
ME0051,1,63 Bridge Ave, ,MADAWASKA,AROOSTOOK COUNTY,ME,47561298,2,ACTIVE,BUILDING,7476,13,OWNED,1.Jan.61,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0061,1,202 HARLOW ST, ,BANGOR,PENOBSCOT COUNTY,ME,44014901,2,ACTIVE,BUILDING,90918,181,OWNED,1.Jan.67,Field Not In Use,National Register Eligible,Will Conform
ME0068,1,40 WESTERN AVE, ,AUGUSTA,KENNEBEC COUNTY,ME,43306325,1,ACTIVE,BUILDING,70150,183,OWNED,1.Jan.66,Field Not In Use,National Register Eligible,Will Conform
ME0074,1,96 Calais Rd, ,HOULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,9610,49,OWNED,1.Jan.65,Field Not In Use,National Register Eligible,Will Conform
ME0075,1,9 WASHINGTON ST, ,LUBEC,WASHINGTON COUNTY,ME,46529998,2,ACTIVE,BUILDING,1369,3,LEASED,1.Jan.65,Field Not In Use,Not Evaluated,Will Conform
ME0078,1,365 MAIN ST, ,PRESQUE ISLE,AROOSTOOK COUNTY,ME,47692811,2,ACTIVE,BUILDING,5959,6,OWNED,1.Jan.70,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0087,1,27 BRATTLE ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41011912,1,ACTIVE,STRUCTURE,0,23,OWNED,1.Oct.50,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0088,1,U.S. ROUTE 1, ,FORT KENT,AROOSTOOK COUNTY,ME,47439998,2,ACTIVE,BUILDING,11019,10,OWNED,1.Jan.81,Field Not In Use,Not Evaluated,Will Conform
ME0089,1,96 Calais Rd, ,HOULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,1617,0,OWNED,1.Nov.09,Field Not In Use,Not Evaluated,Yes
ME0091,1,534 NORTH ST, ,CALAIS,WASHINGTON COUNTY,ME,46191037,2,ACTIVE,BUILDING,1420,2,OWNED,26.Nov.13,Field Not In Use,Not Evaluated,Will Conform
ME0092,1,96 Calais Rd, ,HODGDON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,1706,0,OWNED,1.Jan.00,Field Not In Use,Not Evaluated,No
ME0093,1,96 Calais Rd, ,HOULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,272,0,OWNED,1.Jan.00,Field Not In Use,Not Evaluated,No
ME0094,1,96 Calais Rd, ,HOULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,319,0,OWNED,1.Jan.00,Field Not In Use,Not Evaluated,No
ME0095,1,96 Calais Rd, ,HOULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,319,0,OWNED,1.Jan.00,Field Not In Use,Not Evaluated,No
ME0501,1,3 Customs St, ,CALAIS,WASHINGTON COUNTY,ME,46199998,2,ACTIVE,BUILDING,7684,16,OWNED,1.Oct.35,Field Not In Use,National Register Listed,Will Conform
ME0503,1,3 Customs St, ,CALAIS,WASHINGTON COUNTY,ME,46199998,2,ACTIVE,BUILDING,978,0,OWNED,1.Oct.35,Field Not In Use,National Register Listed,Will Conform
ME0551,1,6092 Arnold Trail - RT 27, ,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,3857,0,OWNED,1.Jan.32,Field Not In Use,National Register Listed,Will Conform
ME0552,1,6091 Arnold Trail - RT 27, ,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,0,0,OWNED,1.Jan.32,Field Not In Use,National Register Listed,Will Conform
ME0553,1,6095 Arnold Trail - RT 27, ,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,1221,0,OWNED,1.Jan.32,Field Not In Use,National Register Listed,Will Conform
ME0554,1,6099 Arnold Trail - RT 27, ,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,1.Jan.67,Field Not In Use,National Register Eligible,Will Conform
ME0555,1,6101 Arnold Trail - RT 27, ,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,1.Jan.67,Field Not In Use,National Register Eligible,Will Conform
ME0601,1,1 BOUNDRY LINE RD, ,FORT FAIRFIELD,AROOSTOOK COUNTY,ME,47423628,2,ACTIVE,BUILDING,3804,12,OWNED,1.Jan.34,Field Not In Use,National Register Listed,Will Conform
ME0661,1,27 Customs Loop, ,HOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BUILDING,23964,36,OWNED,1.Jan.85,Field Not In Use,Not Evaluated,Will Conform
ME0662,1,27 CUSTOMS LOOP, ,HOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BUILDING,4060,8,OWNED,1.Jan.85,Field Not In Use,Not Evaluated,Will Conform
ME0663,1,27 Customs Loop, ,HOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BUILDING,3022,12,OWNED,1.Jan.85,Field Not In Use,Not Evaluated,Will Conform
ME0701,1,410 GRAND FALLS RD, ,LIMESTONE,AROOSTOOK COUNTY,ME,47506412,2,ACTIVE,BUILDING,1614,5,OWNED,1.Jan.34,Field Not In Use,National Register Listed,Will Conform
ME0751,1,US ROUTE 1, ,ORIENT,AROOSTOOK COUNTY,ME,44719998,2,ACTIVE,BUILDING,1904,0,OWNED,1.Jan.37,Field Not In Use,National Register Listed,Will Conform
ME0752,1,US ROUTE 1, ,ORIENT,AROOSTOOK COUNTY,ME,44719998,2,ACTIVE,BUILDING,389,2,OWNED,1.Jan.37,Field Not In Use,National Register Listed,Will Conform
ME0823,1,2614 MAIN ST - RT 201, ,SANDY BAY TOWNSHIP,SOMERSET COUNTY,ME,4945,2,ACTIVE,BUILDING,28190,0,OWNED,6.May.09,Field Not In Use,Not Evaluated,Yes
ME0824,1,2614 MAIN ST - RT 201, ,SANDY BAY TOWNSHIP,SOMERSET COUNTY,ME,4945,2,ACTIVE,BUILDING,15357,0,OWNED,12.Jul.10,Field Not In Use,Not Evaluated,Yes
ME0825,1,2614 MAIN ST - RT 201, ,SANDY BAY TOWNSHIP,SOMERSET COUNTY,ME,4945,2,ACTIVE,BUILDING,0,0,OWNED,1.Aug.09,Field Not In Use,Not Evaluated,Yes
ME0831,1,133 Water St, ,VANCEBORO,WASHINGTON COUNTY,ME,4491,2,ACTIVE,BUILDING,5537,0,OWNED,1.Jan.64,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0832,1,133 Water St, ,VANCEBORO,WASHINGTON COUNTY,ME,4491,2,ACTIVE,BUILDING,512,2,OWNED,1.Jan.64,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0843,1,173 Acadian Way,BLDG A,VAN BUREN,AROOSTOOK COUNTY,ME,47851102,2,ACTIVE,BUILDING,19168,28,OWNED,30.Apr.13,Field Not In Use,Not Evaluated,Yes
ME0844,1,165 Acadian Way,BLDG B,VAN BUREN,AROOSTOOK COUNTY,ME,47851102,2,ACTIVE,BUILDING,9472,0,OWNED,30.Apr.13,Field Not In Use,Not Evaluated,Yes
ME0845,1,206 Acadian Way,BLDG C,VAN BUREN,AROOSTOOK COUNTY,ME,47851102,2,ACTIVE,BUILDING,8495,0,OWNED,30.Apr.13,Field Not In Use,Not Evaluated,Yes
ME0851,1,180 International Ave, ,CALAIS,WASHINGTON COUNTY,ME,4619,2,ACTIVE,BUILDING,64705,90,OWNED,1.Aug.09,Field Not In Use,Not Evaluated,Will Conform
ME0852,1,180 International Ave, ,CALAIS,WASHINGTON COUNTY,ME,4619,2,ACTIVE,BUILDING,6452,0,OWNED,1.Aug.09,Field Not In Use,Not Evaluated,Yes
ME3377,1,2 MONUMENT ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41014093,1,ACTIVE,BUILDING,20846,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4033,1,Frontier/Estcourt Road,Big Twenty Township,ESTCOURT STATION,AROOSTOOK COUNTY,ME,47749998,2,ACTIVE,LAND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4129,1,Baker Lake Rd, ,JACKMAN,SOMERSET COUNTY,ME,49459998,2,ACTIVE,BUILDING,1500,4,LEASED,1.Dec.00,Field Not In Use,Not Evaluated,No
ME4130,1,68 MARGINAL WAY, ,PORTLAND,CUMBERLAND COUNTY,ME,41012444,1,ACTIVE,BUILDING,3807,12,LEASED,31.Jul.02,Field Not In Use,Not Evaluated,Yes
ME4132,1,196 WHITTEN RD, ,AUGUSTA,KENNEBEC COUNTY,ME,43306021,1,ACTIVE,BUILDING,10800,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4134,1,330 CIVIC CENTER DR, ,AUGUSTA,KENNEBEC COUNTY,ME,43308035,1,ACTIVE,BUILDING,6270,100,LEASED,1.Aug.99,Field Not In Use,Not Evaluated,Yes
ME4154,1,1355 Congress St, ,PORTLAND,CUMBERLAND COUNTY,ME,41022137,1,ACTIVE,BUILDING,5503,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4164,1,CLEMENT HUFF ROAD, ,KENNEBUNKPORT,YORK COUNTY,ME,40466711,1,ACTIVE,BUILDING,5000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4166,1,510 Congress St, ,PORTLAND,CUMBERLAND COUNTY,ME,41013410,1,ACTIVE,BUILDING,19816,43,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4167,1,100 MIDDLE STREET PLAZA, ,PORTLAND,CUMBERLAND COUNTY,ME,41014100,1,ACTIVE,BUILDING,27836,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4191,1,1 PORTLAND SQ, ,PORTLAND,CUMBERLAND COUNTY,ME,41014057,1,ACTIVE,BUILDING,12559,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4195,1,4 Fundy Rd, ,FALMOUTH,CUMBERLAND COUNTY,ME,41051755,1,ACTIVE,BUILDING,2608,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4197,1,539 CONGRESS ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41013306,1,ACTIVE,BUILDING,19889,3,LEASED,0,Field Not In Use,National Register Listed,Will Conform
ME4199,1,110 Main St, ,SACO,YORK COUNTY,ME,40723509,1,ACTIVE,BUILDING,6311,31,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4202,1,79 LEIGHTON RD, ,AUGUSTA,KENNEBEC COUNTY,ME,43307705,1,ACTIVE,BUILDING,6329,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4204,1,176 Gannett Dr, ,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066909,1,ACTIVE,BUILDING,7361,38,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4211,1,188 NEWBURY ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41014187,1,ACTIVE,BUILDING,0,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4212,1,100 MIDDLE ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41014100,1,ACTIVE,BUILDING,6389,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4225,1,2 FRANKLIN ST, ,BELFAST,WALDO COUNTY,ME,49156518,2,ACTIVE,BUILDING,2758,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4227,1,12 KELLERAN ST, ,HOULTON,AROOSTOOK COUNTY,ME,47302006,2,ACTIVE,BUILDING,4017,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4229,1,1 Admiral Hamlet Pl, ,EASTPORT,WASHINGTON COUNTY,ME,46310278,2,ACTIVE,BUILDING,9011,26,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
ME4231,1,12 Victoria Ln, ,FALMOUTH,CUMBERLAND COUNTY,ME,41052541,1,ACTIVE,BUILDING,20,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4232,1,"Boise Cascade Road,TS10/R17", ,JACKMAN,SOMERSET COUNTY,ME,49459998,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4233,1,"96 Mile Golden Road,TS5/R20 WELS", ,JACKMAN,SOMERSET COUNTY,ME,49455305,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4235,1,1001 WESTBROOK ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41021938,1,ACTIVE,BUILDING,8215,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4236,1,1 City Ctr,SECOND FLOOR SUITE 203,PORTLAND,CUMBERLAND COUNTY,ME,41014000,1,ACTIVE,BUILDING,8101,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4238,1,23 Water St, ,BANGOR,PENOBSCOT COUNTY,ME,44016394,2,ACTIVE,BUILDING,1736,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4242,1,360 US Route 1, ,SCARBOROUGH,CUMBERLAND COUNTY,ME,40746700,1,ACTIVE,BUILDING,1478,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4245,1,513 BAR HARBOR RD, ,BAR HARBOR,HANCOCK COUNTY,ME,4605,2,ACTIVE,BUILDING,870,8,LEASED,1.Jan.85,Field Not In Use,Not Evaluated,Yes
ME4246,1,600 Turner St, ,AUBURN,ANDROSCOGGIN COUNTY,ME,42105233,2,ACTIVE,BUILDING,9128,1,LEASED,4.Feb.09,Field Not In Use,Not Evaluated,Yes
ME4249,1,224 STRATTON RD, ,RANGELEY,FRANKLIN COUNTY,ME,49705026,2,ACTIVE,BUILDING,23047,50,LEASED,22.Oct.08,Field Not In Use,Not Evaluated,Yes
ME4250,1,14 Colby Cir, ,WATERVILLE,KENNEBEC COUNTY,ME,4901,1,ACTIVE,BUILDING,6214,35,LEASED,1.Mar.09,Field Not In Use,Not Evaluated,Yes
ME4251,1,400 CONGRESS ST, ,PORTLAND,CUMBERLAND COUNTY,ME,41013565,1,ACTIVE,BUILDING,9200,4,LEASED,1.May.09,Field Not In Use,Not Evaluated,Yes
ME4252,1,69 Grove St,York Village Building 6 Suite C,ORONO,PENOBSCOT COUNTY,ME,4473,2,ACTIVE,BUILDING,724,5,LEASED,1.Jan.09,Field Not In Use,Not Evaluated,Yes
ME4253,1,200 LIMESTONE RD, ,FORT FAIRFIELD,AROOSTOOK COUNTY,ME,47423201,2,ACTIVE,BUILDING,23042,95,LEASED,16.Dec.08,Field Not In Use,Not Evaluated,Yes
ME4254,1,169 ASH POINT DR, ,OWLS HEAD,KNOX COUNTY,ME,48543511,1,ACTIVE,BUILDING,1000,5,LEASED,16.Dec.08,Field Not In Use,Not Evaluated,Will Conform
ME4258,1,967 ILLINOIS AVE, ,BANGOR,PENOBSCOT COUNTY,ME,44012766,2,ACTIVE,BUILDING,19861,140,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4260,1,155 GANNETT DR, ,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066942,1,ACTIVE,BUILDING,21375,76,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4262,1,68 BANGOR ST, ,HOULTON,AROOSTOOK COUNTY,ME,47301641,2,ACTIVE,BUILDING,3464,11,LEASED,1.Jan.80,Field Not In Use,Not Evaluated,Yes
ME4267,1,615 ODLIN RD,615 Odlin Road,BANGOR,PENOBSCOT COUNTY,ME,44016709,2,ACTIVE,BUILDING,4781,40,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4269,1,17 GODFREY DR, ,ORONO,PENOBSCOT COUNTY,ME,44733702,2,ACTIVE,BUILDING,3356,6,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
ME4270,1,324 HARLOW ST, ,BANGOR,PENOBSCOT COUNTY,ME,44014908,2,ACTIVE,BUILDING,3600,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4272,1,458 YORK ST, ,CARIBOU,AROOSTOOK COUNTY,ME,47364140,2,ACTIVE,BUILDING,3770,23,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
ME4273,1,141 Water St, ,EASTPORT,WASHINGTON COUNTY,ME,46311129,2,ACTIVE,BUILDING,600,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4274,1,169 Camden St, ,ROCKLAND,KNOX COUNTY,ME,48412531,1,ACTIVE,BUILDING,4027,32,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
ME4275,1,75 John Roberts Rd,Building C Suite C 75,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066929,1,ACTIVE,BUILDING,7531,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4276,1,440 Western Ave, ,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41061724,1,ACTIVE,BUILDING,7041,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4278,1,207 Gannett Dr, ,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066984,1,ACTIVE,BUILDING,13933,63,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4279,1,40 Manson Libby Rd, ,SCARBOROUGH,CUMBERLAND COUNTY,ME,40748985,1,ACTIVE,BUILDING,4167,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME8020,1,2 Portland Sq, ,PORTLAND,CUMBERLAND COUNTY,ME,41014088,1,ACTIVE,BUILDING,3508,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
NH0012,1,40 Oak St, ,PORTSMOUTH,ROCKINGHAM COUNTY,NH,38013350,1,ACTIVE,LAND,0,0,OWNED,0,None,Not Evaluated,Yes
NH0030,1,53 Pleasant St, ,CONCORD,MERRIMACK COUNTY,NH,33013954,2,ACTIVE,BUILDING,74714,44,OWNED,1.Jan.66,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0033,1,MAIN STREET, ,LITTLETON,GRAFTON COUNTY,NH,35619998,2,ACTIVE,BUILDING,4201,15,OWNED,1.Jan.69,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0036,1,80 DANIEL ST, ,PORTSMOUTH,ROCKINGHAM COUNTY,NH,38013850,1,EXCESS,BUILDING,61279,136,OWNED,1.Jan.66,Field Not In Use,National Register Listed,Will Conform
NH0037,1,275 Chestnut St, ,MANCHESTER,HILLSBOROUGH COUNTY,NH,31012411,1,ACTIVE,BUILDING,76878,116,OWNED,1.Jan.76,Field Not In Use,Not Evaluated,Will Conform
NH0038,1,55 Pleasant St, ,CONCORD,MERRIMACK COUNTY,NH,33013954,2,ACTIVE,BUILDING,112184,74,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Will Conform
NH6085,1,20 W Park St, ,LEBANON,GRAFTON COUNTY,NH,37661378,2,ACTIVE,BUILDING,833,0,LEASED,0,Field Not In Use,National Register Listed,Will Conform
NH6096,1,22 Bridge St, ,CONCORD,MERRIMACK COUNTY,NH,33014922,2,ACTIVE,BUILDING,3338,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
